x,y,z,us_x,us_y,us_z,us_mag_0,r_x,r_y,r_z
0.016916215,0.027707078,0.021917719,-0.001236902,-0.507910496,0.02681055,-0.508619119,0.002431883,0.998606772,-0.052712431
0.012814511,0.026909655,0.015804084,-0.00276615,-0.059847712,-0.000775375,-0.059916621,0.04616665,0.998849925,0.012940904
0.015020038,0.027728936,0.011291794,0.001680335,0.073488284,0.004533182,0.07364714,0.022816023,0.99784302,0.061552718
0.015319935,0.026372824,0.014278636,-0.000979339,-0.050607908,-0.001471704,-0.050638774,0.019339704,0.999390479,0.029062793
0.014714947,0.026418107,0.016155006,-0.002474888,-0.095969792,-0.000879079,-0.096005723,0.02577855,0.999625742,0.009156522
0.01543916,0.025869208,0.014044405,-0.001036139,-0.057597652,-0.001808559,-0.057635353,0.01797749,0.99934586,0.03137933
0.013850689,0.026018277,0.017409468,-0.005596985,-0.160730543,0.000667004,-0.160829346,0.03480077,0.999385665,-0.004147279
0.014578316,0.024465671,0.0151435,-0.004373905,-0.16390122,-0.003196348,-0.163990724,0.026671661,0.999454212,0.019491031
0.01531353,0.024757676,0.015045031,-0.003051191,-0.159814605,-0.003290443,-0.159877593,0.019084541,0.999606023,0.020581014
0.015657742,0.024843639,0.015215044,-0.00261028,-0.168269842,-0.003168709,-0.168319915,0.015507852,0.999702509,0.018825515
0.015209374,0.024802508,0.017090378,-0.007671404,-0.379981583,0.000290429,-0.380059125,0.020184765,0.999795975,-0.000764168
0.015612909,0.0251741,0.017304502,-0.006961616,-0.434115814,0.001307766,-0.434173599,0.016034177,0.999866907,-0.003012082
0.01594574,0.028148251,0.011681365,0.000862979,0.066637814,0.003848295,0.066754418,0.012927674,0.998253235,0.057648539
0.022631221,0.022179063,0.021116342,0.005657158,-0.101380474,0.004224782,-0.101626044,-0.055666423,0.997583596,-0.041571845
0.023047976,0.021704393,0.022298137,-0.00351828,0.058883615,-0.003146095,0.059072467,-0.059558716,0.99680305,-0.053258226
0.021816269,0.020986592,0.021712486,0.005347375,-0.113901922,0.005371764,-0.114153835,-0.04684359,0.997793212,-0.047057234
0.022500513,0.020293223,0.021743031,0.004157019,-0.077777222,0.003666404,-0.07797448,-0.053312563,0.997470219,-0.047020558
0.022052612,0.019574478,0.021868637,0.004119237,-0.084703338,0.004069847,-0.084901044,-0.048518091,0.997671339,-0.047936355
0.020916823,0.018301668,0.023132907,0.001890936,-0.051220988,0.003063806,-0.051347368,-0.036826339,0.997538733,-0.059668228
0.022006908,0.018753644,0.022102151,0.003640651,-0.076179902,0.003805555,-0.076361732,-0.047676383,0.997618838,-0.04983589
0.020545388,0.020083562,0.022640843,0.003042751,-0.089823702,0.005028182,-0.090015767,-0.033802427,0.997866313,-0.055858908
0.020086058,0.018120445,0.022684321,0.001643971,-0.057199801,0.003164861,-0.057310873,-0.028685155,0.99806193,-0.055222694
0.019640619,0.020291949,0.021920769,0.004288296,-0.172080932,0.008416842,-0.172340013,-0.024882766,0.99849669,-0.048838583
0.020155657,0.018918077,0.022064099,0.002553257,-0.086109496,0.004276304,-0.086253413,-0.029601811,0.998331467,-0.049578377
0.022301687,0.019216277,0.018807747,0.005323805,-0.104557425,0.001847608,-0.104709177,-0.050843728,0.998550732,-0.017645136
0.021400135,0.019293048,0.019153187,0.005129223,-0.121973208,0.002573128,-0.122108122,-0.042005585,0.998895129,-0.021072536
0.020985184,0.017332779,0.02318771,0.002010737,-0.05400419,0.003228636,-0.054137969,-0.037140978,0.997528924,-0.059637182
0.021831315,0.021100558,0.019227721,0.007001567,-0.148488352,0.003300717,-0.14868997,-0.04708836,0.998644034,-0.022198651
0.022421025,0.020632327,0.02016505,0.006858361,-0.12981059,0.004089831,-0.130055961,-0.05273392,0.99811334,-0.031446698
0.022320433,0.020554239,0.018960135,0.006987412,-0.134927756,0.002621811,-0.135133997,-0.051707286,0.998473803,-0.019401567
0.021359405,0.019651422,0.018685006,0.005280322,-0.126330386,0.002088294,-0.126457934,-0.041755564,0.998991376,-0.016513741
0.019297293,0.019854315,0.020798378,0.003480375,-0.162617685,0.00610671,-0.162769519,-0.02138223,0.999067183,-0.037517531
0.019869145,0.01986572,0.019386534,0.004230321,-0.156189272,0.003675692,-0.156289779,-0.027067161,0.999356919,-0.023518441
0.020188879,0.019521067,0.019796291,0.004215506,-0.139784771,0.003845387,-0.139901179,-0.030132029,0.999167932,-0.027486453
0.019685192,0.01787987,0.02027503,0.002190701,-0.088445628,0.002806619,-0.088517261,-0.024748852,0.999190752,-0.031707029
0.020330735,0.019011304,0.01798234,0.003515046,-0.111933976,0.001064005,-0.111994208,-0.031385962,0.999462186,-0.009500538
0.021413729,0.027010089,0.024206022,-0.003232379,0.07078169,-0.005440099,0.071063989,-0.045485467,0.996027533,-0.076552115
0.022212459,0.027571445,0.023307663,-0.003283239,0.060205819,-0.004073461,0.060432718,-0.05432883,0.996245431,-0.067404887
0.021981513,0.026541922,0.024388166,-0.003032813,0.058913006,-0.004619504,0.059171615,-0.051254532,0.995629505,-0.078069597
0.022481034,0.026525311,0.022641473,-0.006724618,0.118425787,-0.00708428,0.11882792,-0.056591226,0.996615839,-0.059617974
0.022324037,0.027965671,0.022238918,-0.003844352,0.068684687,-0.003874014,0.068901184,-0.05579515,0.996857852,-0.056225651
0.022020843,0.025973287,0.022213208,-0.002639306,0.051163365,-0.002811056,0.051308458,-0.051439987,0.997172137,-0.054787379
0.022375699,0.025706284,0.022911508,-0.009941284,0.180153401,-0.011196736,0.180774566,-0.054992714,0.996563866,-0.061937565
0.022748496,0.025730897,0.022930957,-0.010978915,0.185678765,-0.011581228,0.186363261,-0.058911368,0.996327085,-0.062143299
0.023294484,0.026710691,0.02218757,-0.005061136,0.0771931,-0.00425344,0.077475684,-0.065325474,0.996352617,-0.054900321
0.023526399,0.026563726,0.022014987,-0.006196626,0.091221067,-0.004851024,0.091559891,-0.067678389,0.996299426,-0.052981975
0.023417074,0.025788222,0.022570429,-0.008319846,0.125639336,-0.007363135,0.12612961,-0.065962669,0.996112941,-0.05837753
0.024073316,0.024996584,0.020906285,-0.021910774,0.302052539,-0.012294426,0.303095647,-0.072289966,0.996558486,-0.040562859
0.023875861,0.02415853,0.021537747,-0.021229118,0.303879514,-0.014252076,0.304953367,-0.069614309,0.996478632,-0.046735265
0.022062734,0.025285099,0.02319373,-0.009390034,0.181790872,-0.011787137,0.182414447,-0.051476374,0.996581548,-0.064617343
0.021481348,0.026907081,0.022783047,-0.004813315,0.103872286,-0.006396066,0.104180274,-0.046201785,0.997043703,-0.061394209
0.022771148,0.02365393,0.023193916,-0.018263686,0.314377072,-0.02004133,0.315544229,-0.057879955,0.99630113,-0.063513537
0.022086531,0.023336016,0.023096386,-0.009622603,0.189190102,-0.011831484,0.189803775,-0.050697635,0.9967668,-0.062335347
0.022558074,0.024974469,0.023807241,-0.01201365,0.212000365,-0.015062145,0.212874026,-0.056435488,0.99589588,-0.070756143
0.023123723,0.023463588,0.023476558,-0.012379434,0.200923419,-0.01336859,0.201747837,-0.061360924,0.99591362,-0.06626386
0.015836161,0.019218745,0.021308677,-0.001504742,-0.116732805,0.004944011,-0.116847144,0.012877867,0.999021458,-0.042311783
0.016035399,0.017386908,0.021974286,-0.000634553,-0.059137219,0.002841749,-0.059208858,0.010717201,0.998790063,-0.047995337
0.01567631,0.018124064,0.02186117,-0.000946584,-0.066132538,0.003127732,-0.066213226,0.014295996,0.99878139,-0.047237276
0.017623192,0.018745875,0.021875087,0.000460244,-0.097427712,0.0046493,-0.097539668,-0.004718527,0.998852198,-0.047665736
0.016866677,0.019034175,0.022760212,-0.000186968,-0.068859378,0.00389576,-0.068969745,0.002710874,0.998399765,-0.056485054
0.018288136,0.020624748,0.024565294,-0.001180188,0.102915431,-0.007774384,0.103215405,-0.011434223,0.997093709,-0.075321939
0.018390788,0.019280769,0.024978496,-0.000662617,0.053744302,-0.004225342,0.053914215,-0.012290206,0.996848458,-0.078371572
0.018120769,0.019268699,0.025236113,-0.000539828,0.055874639,-0.004534433,0.056060929,-0.009629315,0.996677005,-0.080884016
0.019905951,0.016953141,0.022360435,0.001424405,-0.053391768,0.002753941,-0.053481717,-0.026633498,0.998318143,-0.05149313
0.019178018,0.018864788,0.022745661,0.001436539,-0.07175209,0.004042386,-0.071880226,-0.019985177,0.998217362,-0.056237803
0.01864617,0.020011421,0.02261309,0.002220214,-0.148420516,0.008261401,-0.148666841,-0.014934157,0.998343106,-0.055569895
0.017838327,0.020796752,0.023597891,0.000723423,-0.103674018,0.006839713,-0.10390191,-0.00696256,0.997806656,-0.065828561
0.015239657,0.019461814,0.021808112,-0.001715122,-0.091120238,0.004318728,-0.091238648,0.018798193,0.998702198,-0.047334413
0.015287153,0.01975885,0.021198105,-0.002628435,-0.142796685,0.005923649,-0.142943666,0.018387912,0.998971759,-0.041440442
0.017535081,0.020579368,0.022654669,0.000897018,-0.228296669,0.01287463,-0.228661168,-0.003922913,0.998405942,-0.056304401
0.016577497,0.019844854,0.02466774,0.000553613,0.098704735,-0.007498971,0.098990736,0.005592578,0.997110833,-0.075754276
0.016218171,0.020920629,0.024461057,0.001581905,0.170534247,-0.01274224,0.171016948,0.009249989,0.997177467,-0.074508639
0.017408108,0.021227853,0.024544217,-0.000358069,0.133789389,-0.010139629,0.134173548,-0.002668704,0.997136852,-0.075571002
0.017026275,0.021232951,0.024946295,0.000254034,0.217440681,-0.01736058,0.218132767,0.001164585,0.996827226,-0.079587217
0.01761142,0.020685492,0.025069132,-0.000798768,0.170029444,-0.013709971,0.170583156,-0.00468257,0.996754004,-0.080371191
0.01242047,0.026122293,0.015458215,-0.004105214,-0.082091859,-0.0013554,-0.082205615,0.049938368,0.998616196,0.016487922
0.012866058,0.025777647,0.01314007,0.002654908,0.058836128,0.002407119,0.058945167,0.045040296,0.998150162,0.040836577
0.012979632,0.025265219,0.014433286,-0.003273947,-0.074937423,-0.002032253,-0.075036432,0.043631428,0.998680519,0.027083557
0.011477219,0.023914428,0.015680524,0.005008538,0.085431413,0.001181765,0.085586263,0.058520348,0.998190719,0.013807877
0.011457672,0.023454867,0.015840856,0.007262008,0.124030348,0.001502758,0.124251851,0.058445872,0.998217313,0.01209445
0.013710368,0.026046056,0.012987956,0.002042799,0.056248649,0.002398339,0.056336805,0.036260471,0.998435201,0.042571439
0.013023707,0.024993708,0.012236352,0.006274316,0.145563418,0.007283203,0.145880502,0.043009969,0.997826415,0.049925818
0.01132322,0.023911525,0.016463827,0.007532277,0.12508285,0.000716292,0.125311482,0.060108436,0.998175487,0.00571609
0.011720472,0.02309094,0.016356571,0.003938293,0.070788136,0.000479866,0.070899229,0.05554776,0.998433091,0.006768282
0.013743579,0.027831845,0.020063611,-0.016171157,-0.441128457,0.014494862,-0.44166268,0.036614272,0.998790428,-0.032818852
0.013727854,0.02741205,0.020557148,-0.015256665,-0.41614134,0.015817442,-0.416721216,0.036611203,0.998608479,-0.037956891
0.013934741,0.027518371,0.020690912,-0.015763577,-0.457178226,0.01805449,-0.457806056,0.034432871,0.99862861,-0.039436984
0.013970861,0.027265027,0.020856492,-0.01507594,-0.443419283,0.018250685,-0.444050709,0.033950941,0.998578032,-0.041100452
0.013361316,0.02765541,0.02107518,0.002512349,0.061722033,-0.002696404,0.061831965,0.040631873,0.998222091,-0.043608576
0.01439863,0.027040975,0.021162126,-0.01346732,-0.458963094,0.020345394,-0.459611168,0.029301552,0.998589952,-0.044266535
0.014528765,0.027277943,0.021233145,-0.013222267,-0.471850053,0.0213291,-0.472516911,0.027982632,0.99858871,-0.045139337
0.014382428,0.027143093,0.021432597,-0.013488244,-0.456478542,0.021579245,-0.457187331,0.029502664,0.998449674,-0.047200006
0.014751061,0.027717885,0.02077301,-0.013014721,-0.505225035,0.020441629,-0.505805871,0.025730664,0.998851662,-0.040413981
0.015414381,0.027020143,0.021535797,-0.008850933,-0.479061061,0.023145645,-0.479701533,0.018450917,0.998664855,-0.048250096
0.015507648,0.027599735,0.021115426,-0.009096749,-0.517233076,0.022806403,-0.517815544,0.017567547,0.998875144,-0.044043488
0.015452407,0.027337335,0.021791222,-0.008890859,-0.490381702,0.025117066,-0.491105007,0.018103783,0.998527188,-0.051143983
0.014891785,0.027642811,0.02134846,-0.012340447,-0.509416537,0.023749978,-0.510119159,0.024191302,0.998622632,-0.046557707
0.015538974,0.026180808,0.02278834,-0.00607027,-0.357265867,0.021849814,-0.357984863,0.016956777,0.997991546,-0.061035582
0.014813499,0.027045732,0.022475477,-0.006540001,-0.262574026,0.015328547,-0.263102366,0.024857247,0.997991884,-0.058260771
0.014821443,0.027681654,0.021528268,-0.012768779,-0.510908887,0.024818777,-0.511670699,0.024955072,0.998511128,-0.04850537
0.016791796,0.026869251,0.0227798,-0.001695734,-0.453200286,0.027879394,-0.454060167,0.003734603,0.99810624,-0.06140022
0.016721521,0.02722609,0.022530286,-0.002127205,-0.471762215,0.027870844,-0.472589565,0.004501169,0.998249328,-0.058974735
0.016136346,0.026704174,0.02358849,-0.000932624,-0.086999873,0.006092272,-0.087217908,0.010693038,0.997500113,-0.069851159
0.016456487,0.027505839,0.022219164,-0.003659927,-0.496512938,0.027760929,-0.497301882,0.007359567,0.998413551,-0.055823092
0.014978219,0.027116586,0.023180718,0.001172793,0.050631973,-0.00334023,0.050755583,0.023106673,0.99756459,-0.065810104
0.017029546,0.026913276,0.023403261,-0.000524253,-0.435341961,0.029692203,-0.436353669,0.001201442,0.997681449,-0.068046187
0.016481414,0.0275933,0.022471121,-0.003536803,-0.497439018,0.029187253,-0.498307115,0.007097638,0.998257907,-0.05857282
0.01718914,0.026909515,0.023683308,0.000198474,-0.396756802,0.028246076,-0.397761034,-0.000498977,0.997475288,-0.071012676
0.016655322,0.027476031,0.023052638,-0.002411743,-0.460919027,0.029890308,-0.46189349,0.005221426,0.997890285,-0.064712556
0.016527431,0.027225377,0.023609867,-0.002533991,-0.384586052,0.027169619,-0.385552903,0.006572355,0.997492301,-0.070469238
0.016419357,0.027481562,0.023412589,-0.003534754,-0.455021986,0.031269585,-0.456108857,0.007749804,0.99761708,-0.068557286
0.017289022,0.027440582,0.023890071,0.000699533,-0.443896124,0.032768089,-0.445104488,-0.001571615,0.997285211,-0.07361887
0.016200097,0.025740188,0.023249483,-0.002428156,-0.24432087,0.016061244,-0.24486026,0.009916495,0.997797151,-0.065593511
0.016642457,0.026259879,0.024417017,0.000300582,0.056698401,-0.004449902,0.056873549,0.005285095,0.996920384,-0.078242035
0.0155147,0.026548252,0.024598818,0.001154653,0.066682927,-0.005378555,0.066909453,0.017256944,0.996614448,-0.08038557
0.015622716,0.026739029,0.023725828,0.00085655,0.05287575,-0.003781478,0.053017716,0.016155917,0.997322294,-0.071324807
0.013414988,0.02717787,0.021898586,0.002727795,0.068329472,-0.003572392,0.068477146,0.039835109,0.997843449,-0.052169108
0.0159535,0.026449023,0.021145221,-0.005929521,-0.469331828,0.020589827,-0.469820673,0.012620817,0.998959507,-0.043824864
0.020144176,0.026513802,0.025165238,-0.001698938,0.053217563,-0.004611454,0.053443998,-0.031789132,0.995763137,-0.086285728
0.020339735,0.025687916,0.025008006,-0.003844235,0.11404497,-0.009607243,0.11451346,-0.033570158,0.995908868,-0.083896192
0.020601124,0.026920108,0.024652766,-0.002048419,0.055447212,-0.00452201,0.055669003,-0.036796394,0.996015896,-0.081230295
0.021043446,0.024773097,0.025057014,-0.007440397,0.182658637,-0.015333804,0.183452072,-0.040557716,0.995674974,-0.083584797
0.021776006,0.025419731,0.024946472,-0.003883164,0.079717067,-0.006644932,0.080087732,-0.048486375,0.99537176,-0.082970663
0.021236504,0.024174206,0.024773831,-0.011221004,0.264122789,-0.021258635,0.265214419,-0.042309178,0.995883971,-0.080156407
0.02142798,0.02417719,0.025139255,-0.007450505,0.167531374,-0.014119909,0.168290353,-0.044271729,0.995490059,-0.083902068
0.022009574,0.02404408,0.024515674,-0.012550528,0.248831781,-0.019335218,0.249897222,-0.050222758,0.995736482,-0.077372683
0.022092592,0.023560287,0.02418026,-0.015951465,0.312515272,-0.023081729,0.313772228,-0.05083772,0.995994051,-0.073562053
0.021050608,0.023686476,0.024395656,-0.011773465,0.291777347,-0.022227008,0.292859479,-0.040201755,0.996304944,-0.075896496
0.022111308,0.022848774,0.02459183,-0.008965207,0.176265227,-0.013666335,0.177021394,-0.050644767,0.995728387,-0.0772016
0.021376893,0.023761751,0.022534585,0.006796825,-0.155343396,0.008855798,-0.155743998,-0.043641006,0.997427823,-0.056861245
0.019936059,0.023405597,0.025156774,-0.008408814,0.29237447,-0.024498951,0.293519569,-0.028648223,0.99609873,-0.083466158
0.01978422,0.023635672,0.02344547,0.003231786,-0.118545936,0.00786352,-0.118850403,-0.027192046,0.997438232,-0.066163174
0.018710272,0.025030183,0.025067346,-0.002105173,0.128238505,-0.010808198,0.128710384,-0.016355892,0.996333789,-0.083973003
0.019859487,0.025388341,0.024380753,-0.002500797,0.087578241,-0.006777137,0.087875661,-0.028458354,0.99661544,-0.077121891
0.019815365,0.024605161,0.026273055,-0.001707084,0.06126923,-0.005911011,0.061577372,-0.027722578,0.994995858,-0.095993238
0.019558875,0.024054734,0.024974708,-0.005619793,0.224389104,-0.018505343,0.225221002,-0.02495235,0.996306303,-0.082165265
0.018506929,0.023898834,0.024705729,-0.002051642,0.145301404,-0.011559265,0.145774908,-0.014074041,0.996751813,-0.079295302
0.020578908,0.024193354,0.02549858,-0.006503823,0.182345919,-0.016051116,0.183166515,-0.035507707,0.995519945,-0.087631279
0.018639319,0.023719706,0.024951449,-0.003175717,0.205400489,-0.016831401,0.20611342,-0.015407617,0.996541072,-0.081660869
0.018791582,0.022329055,0.024300497,-0.001490933,0.088785779,-0.006584021,0.089042051,-0.016744144,0.997121904,-0.073942826
0.018778581,0.023351727,0.02554938,-0.004726433,0.280743693,-0.024645384,0.281863008,-0.016768545,0.996028869,-0.087437456
0.019040011,0.021997133,0.024984254,-0.005234998,0.271851634,-0.021977801,0.272788819,-0.019190664,0.99656443,-0.08056709
0.01826773,0.022784855,0.025737578,-0.003390203,0.294487814,-0.026268942,0.295676552,-0.011465919,0.9959796,-0.088843507
0.01870605,0.022058869,0.025529265,-0.00458757,0.288927403,-0.024971829,0.290040829,-0.015816982,0.996161142,-0.086097634
0.019717434,0.021959374,0.025221294,-0.007248669,0.277504669,-0.023093464,0.278558239,-0.026022096,0.996217774,-0.08290354
0.017912695,0.022668762,0.02593972,-0.002200297,0.279539582,-0.025483281,0.280707351,-0.007838401,0.995839906,-0.09078238
0.018507039,0.022981709,0.026248308,-0.002427286,0.17352258,-0.016418186,0.17431447,-0.013924753,0.995457121,-0.094187166
0.019856572,0.021899715,0.025383484,-0.007356597,0.26736106,-0.022675464,0.268421744,-0.027406858,0.996048443,-0.084477002
0.018821942,0.022215951,0.026099699,-0.002772111,0.162283368,-0.014989919,0.162997773,-0.01700705,0.995617091,-0.091963953
0.019676013,0.023298936,0.026250783,-0.00145311,0.055771382,-0.005295554,0.056041069,-0.025929382,0.995187681,-0.094494167
