x,y,z,us_x,us_y,us_z,us_mag,r_x,r_y,r_z
0.020297492,0.020966588,0.025196623,-0.008934136,0.281961767,-0.023160581,0.283052415,-0.03156354,0.996146836,-0.081824352
0.018512843,0.020088144,0.025626406,-0.003333615,0.244343391,-0.020940442,0.245261712,-0.013592072,0.996255747,-0.085379987
0.019630272,0.019331373,0.025172915,-0.003826958,0.155684557,-0.01254499,0.156236051,-0.024494721,0.996470123,-0.080295101
0.02073073,0.021767518,0.022586886,0.004075047,-0.112171954,0.006324975,-0.112424013,-0.036247119,0.997757966,-0.056259999
0.023114914,0.022853103,0.023571914,-0.011176235,0.182804907,-0.012265488,0.183556488,-0.06088717,0.995905449,-0.066821326
0.022315463,0.022576572,0.023211874,-0.009903845,0.18755646,-0.011859493,0.188191816,-0.052626331,0.996623894,-0.063018112
0.02219063,0.022630865,0.021989351,0.006394103,-0.124015364,0.006297616,-0.124339676,-0.051424477,0.997391726,-0.050648484
0.022690518,0.02201518,0.022929473,-0.009304163,0.165230316,-0.009914671,0.165788798,-0.056120579,0.996631366,-0.059803018
0.021844486,0.021545649,0.023391591,-0.009069375,0.190944942,-0.012294653,0.191555169,-0.047346022,0.996814352,-0.064183351
0.022078445,0.020843064,0.02285414,-0.00375955,0.075936362,-0.004445629,0.076159234,-0.049364334,0.997073607,-0.05837281
0.022224393,0.020450365,0.023068346,-0.004463419,0.087909152,-0.005314503,0.08818268,-0.050615594,0.996898166,-0.060266971
0.020807998,0.020780847,0.024472853,-0.009317103,0.25356948,-0.018950029,0.254447231,-0.036617033,0.996550363,-0.074475283
0.021599544,0.020709969,0.02470273,-0.008166577,0.182917342,-0.014081454,0.183640231,-0.044470524,0.99606356,-0.076679568
0.021565815,0.019724945,0.024138289,-0.005400729,0.123092067,-0.008694233,0.123516859,-0.043724628,0.996560856,-0.070389038
0.021597311,0.023100123,0.024216961,-0.014149788,0.309498375,-0.022867528,0.310664424,-0.045546856,0.996246596,-0.073608455
0.017755071,0.023605801,0.024884058,-0.001766521,0.279459054,-0.022678893,0.280383337,-0.006300377,0.996703502,-0.080885311
0.018310336,0.021456467,0.025303388,-0.00412594,0.350016373,-0.029269917,0.351262313,-0.011746038,0.996452963,-0.083327805
0.020683847,0.0279507,0.019146374,0.005663342,-0.148068321,0.003404795,-0.1482157,-0.038210135,0.999005645,-0.02297189
0.020929838,0.027960721,0.019752368,0.005210611,-0.127369969,0.003762839,-0.127532029,-0.040857275,0.99872926,-0.029505054
0.021134811,0.026952459,0.018258685,0.005275413,-0.123665831,0.001640408,-0.123789171,-0.04261611,0.999003634,-0.013251626
0.021286117,0.02607088,0.019376051,0.010063587,-0.229436891,0.005728656,-0.229728928,-0.043806355,0.998728777,-0.024936589
0.02208852,0.028443134,0.021143926,-0.003557343,0.066239767,-0.002967959,0.066401583,-0.053573158,0.997563073,-0.044697111
0.024253732,0.028078418,0.019811058,0.004017366,-0.05223568,0.001578297,-0.052413706,-0.076647241,0.996603457,-0.030112291
0.02447016,0.027625689,0.018548489,0.004051875,-0.051378683,0.000846713,-0.051545162,-0.078608248,0.996770239,-0.016426616
0.019260174,0.027174993,0.020310877,0.009316767,-0.410743437,0.014489257,-0.411104502,-0.02266277,0.999121719,-0.035244705
0.022098012,0.027756382,0.016767671,0.004741171,-0.088771268,-0.000238726,-0.088898109,-0.053332646,0.998573191,0.002685394
0.023923801,0.027621081,0.016652927,0.00588869,-0.080689774,-0.000316315,-0.080904983,-0.072785255,0.997339973,0.00390971
0.023925817,0.027965153,0.016755303,0.006354254,-0.086720987,-0.000245324,-0.086953817,-0.07307619,0.99732237,0.002821315
0.022049315,0.028786056,0.017241079,0.003067849,-0.057367129,0.000139968,-0.057449271,-0.053401009,0.998570176,-0.002436382
0.024217667,0.026907504,0.018020017,0.005718782,-0.075683726,0.000810543,-0.075903806,-0.075342493,0.997100535,-0.01067856
0.023441033,0.028763242,0.017068315,0.004991168,-0.072728311,4.05E-05,-0.072899387,-0.068466534,0.997653259,-0.000555614
0.024301497,0.028102096,0.017717766,0.004104782,-0.053002643,0.000401675,-0.05316287,-0.077211452,0.996986111,-0.007555557
0.011122931,0.027155938,0.017612809,-0.004294999,-0.06663559,0.000424985,-0.066775216,0.064320255,0.997909013,-0.006364408
0.011343526,0.025758756,0.017202113,-0.007828463,-0.127962814,0.000249636,-0.128202297,0.061063357,0.998131993,-0.001947206
0.010845122,0.027411716,0.017925583,-0.003439934,-0.050875322,0.000496219,-0.050993899,0.067457752,0.997674677,-0.009730942
0.010805719,0.026666937,0.017993316,-0.004660444,-0.069045367,0.000717916,-0.069206198,0.06734142,0.997676061,-0.010373581
0.010823044,0.025769256,0.017323107,-0.00680524,-0.102064068,0.000329433,-0.10229122,0.066528096,0.997779355,-0.003220539
0.010615247,0.02635471,0.018088833,-0.004423144,-0.06382903,0.000726206,-0.063986223,0.069126509,0.997543341,-0.011349417
0.010792068,0.022569437,0.017762531,0.008869975,0.136851257,-0.001041075,0.13714236,0.064677135,0.997877368,-0.007591199
0.010960449,0.023058839,0.018261017,0.011527983,0.181792506,-0.002319483,0.182172417,0.063280617,0.997914551,-0.012732353
0.012218357,0.024250325,0.018098082,-0.005846426,-0.114334655,0.001283381,-0.114491227,0.051064399,0.998632453,-0.011209429
0.011723205,0.024122512,0.017372046,-0.005949185,-0.105853985,0.000389557,-0.106021746,0.056112871,0.998417671,-0.003674309
0.010964898,0.023619039,0.017429166,0.003799872,0.059621302,-0.00025341,0.059742806,0.063603846,0.997966211,-0.00424169
0.0163684,0.027766537,0.025727186,0.000513823,0.06159899,-0.005782901,0.061871977,0.008304608,0.995587875,-0.093465591
0.015729753,0.026932698,0.025604639,0.00170089,0.112720857,-0.010340389,0.113206927,0.015024607,0.99570636,-0.091340604
0.014996261,0.027940596,0.02580764,0.001205452,0.052016593,-0.004937678,0.052264326,0.023064519,0.995260007,-0.094475109
0.012819178,0.028180717,0.020012485,0.00263128,0.056217526,-0.001823088,0.056308592,0.046729633,0.998382736,-0.032376734
0.017109146,0.025921399,0.025688091,7.04E-05,0.200989968,-0.018417915,0.201832088,0.000348917,0.99582762,-0.091253653
0.018550525,0.024832236,0.025620457,-0.00365526,0.248435819,-0.022331046,0.249464211,-0.014652441,0.995877596,-0.089516031
0.017266398,0.023858827,0.025190251,-0.000381002,0.29684208,-0.025092683,0.297901005,-0.001278956,0.996445382,-0.084231616
0.01714387,0.023699088,0.025973775,-4.59E-06,0.282855353,-0.026159345,0.284062426,-1.61E-05,0.995750676,-0.092090128
0.01629509,0.023527911,0.025600616,0.002685683,0.30754605,-0.027209707,0.308759055,0.008698314,0.996071355,-0.088126021
0.01783072,0.023026234,0.026356693,-0.001223078,0.173255506,-0.016592962,0.174052557,-0.007027061,0.995420629,-0.095333058
0.019909548,0.027651038,0.024544772,-0.002228106,0.07479514,-0.006060978,0.075073383,-0.029679041,0.996293716,-0.080734041
0.015845915,0.01679202,0.010117791,0.000634151,0.050752491,0.003374973,0.050868536,0.012466462,0.997718731,0.066346973
0.016964527,0.016466247,0.016055262,-0.000102319,-0.059903101,-0.000553651,-0.059905747,0.001707993,0.999955833,0.009242032
0.017477784,0.019121775,0.015020985,0.000537859,-0.162604535,-0.0032004,-0.162636916,-0.003307118,0.999800896,0.019678189
0.019539993,0.019802915,0.012717999,-0.001805373,0.07585473,0.003237138,0.075945234,-0.023772043,0.998808305,0.042624636
0.012134533,0.021871889,0.02125448,0.006710749,0.132228152,-0.005678244,0.132520039,0.050639502,0.997797411,-0.042848189
0.011688675,0.021980569,0.020508291,0.010138464,0.183233701,-0.00649005,0.183628697,0.055211763,0.997848941,-0.035343334
0.01313942,0.021573003,0.021209704,-0.003168723,-0.078346978,0.003318831,-0.078481236,0.040375546,0.998289298,-0.042288212
0.01135031,0.021597914,0.020185808,0.010108134,0.17268096,-0.005529829,0.173064922,0.058406604,0.997781397,-0.03195234
0.011394076,0.021973612,0.019858511,0.011805798,0.202446725,-0.005835532,0.202874609,0.058192583,0.997890897,-0.028764228
0.013636869,0.021415277,0.020140663,-0.007058221,-0.199597907,0.006289125,-0.19982166,0.035322603,0.998880233,-0.031473689
0.013001693,0.020050088,0.020796843,0.002360914,0.057300511,-0.002155098,0.057389607,0.041138354,0.998447534,-0.037552053
0.012469683,0.021717928,0.019237246,-0.002422965,-0.051246133,0.001151195,-0.051316295,0.047216286,0.99863275,-0.022433323
0.013658368,0.019822493,0.022856185,0.005247706,0.151713641,-0.008795027,0.152058935,0.034511001,0.997729208,-0.057839595
0.014266377,0.01971844,0.021492865,-0.002888114,-0.101253553,0.004494637,-0.101394403,0.028483957,0.99861087,-0.044328255
0.014523361,0.019873226,0.020832667,-0.005896448,-0.226658018,0.008590388,-0.226897377,0.02598729,0.998945075,-0.037860236
0.012517342,0.019680599,0.019666404,0.00380626,0.083009329,-0.002180249,0.083125145,0.04578952,0.998606722,-0.026228515
0.013498457,0.020089284,0.019198364,-0.007249067,-0.199845961,0.004339211,-0.200024463,0.036240902,0.999107598,-0.021693402
0.014357173,0.019163439,0.021508895,-0.00189578,-0.069008128,0.003057407,-0.069101834,0.027434586,0.998643945,-0.044244946
0.013571041,0.018878479,0.021488488,0.002359654,0.067174321,-0.002954335,0.067280647,0.035071813,0.998419664,-0.043910615
0.01400771,0.018993601,0.019902449,-0.004499803,-0.145779661,0.004141866,-0.145907891,0.030840023,0.999121154,-0.028386853
0.013482921,0.01905275,0.018867023,-0.005140189,-0.142561702,0.002598375,-0.142678001,0.0360265,0.999184885,-0.018211464
0.012074917,0.019508246,0.018682292,0.00437652,0.087261531,-0.001438081,0.087383046,0.050084312,0.998609394,-0.01645721
0.012249734,0.019481421,0.018471524,0.002434048,0.050278855,-0.000723525,0.050342937,0.048349342,0.998727084,-0.014371928
0.013877587,0.018937059,0.018477028,-0.006014968,-0.187203624,0.002689614,-0.187319542,0.032110734,0.999381177,-0.014358429
0.014643002,0.018379614,0.020214932,-0.00329241,-0.134585416,0.004212481,-0.134691571,0.024444072,0.99921187,-0.031275018
0.011838684,0.019794831,0.017495299,0.003353692,0.063708179,-0.000302321,0.063797106,0.052568094,0.998606098,-0.004738796
0.014649661,0.018092956,0.020648982,-0.002423813,-0.099622777,0.003531502,-0.099714814,0.024307451,0.999077001,-0.035416024
0.014887892,0.018955344,0.017880229,-0.004820517,-0.217224552,0.001845383,-0.217285869,0.02218514,0.999717805,-0.008492881
0.013421097,0.018025588,0.019106818,-0.002205841,-0.060770856,0.001238676,-0.06082349,0.036266276,0.999134636,-0.020365098
0.010941533,0.022134174,0.017143959,0.009714088,0.154169236,-0.00019858,0.154475099,0.062884489,0.998019984,-0.001285514
0.012222212,0.022709768,0.018162638,-0.007801815,-0.155137328,0.001816328,-0.155343999,0.050222832,0.998669594,-0.011692299
0.011419583,0.022355527,0.020572739,0.0120622,0.206960483,-0.007494277,0.207447107,0.058145908,0.997654224,-0.036126204
0.012913226,0.021351442,0.017736856,-0.010658201,-0.24998867,0.001813692,-0.250222345,0.04259492,0.999066131,-0.007248322
0.013600197,0.020772869,0.018968377,-0.00910232,-0.256388435,0.005014038,-0.256598952,0.035472944,0.999179586,-0.019540367
0.014414602,0.018139076,0.018745961,-0.003672507,-0.137876333,0.002327562,-0.137944873,0.026623004,0.999503133,-0.016873133
0.014566548,0.017470101,0.020562891,-0.001869922,-0.074829117,0.00257407,-0.074896724,0.02496667,0.999097337,-0.034368253
0.015842125,0.017258983,0.019943317,-0.001318402,-0.104733566,0.002967138,-0.104783882,0.012582107,0.999519811,-0.02831674
0.01483866,0.017072927,0.020554362,-0.00169436,-0.076104897,0.002601633,-0.0761682,0.022244982,0.999168904,-0.034156423
0.01648628,0.016592307,0.018708143,-0.000538918,-0.085396445,0.001389104,-0.085409442,0.006309819,0.999847822,-0.016264054
0.015872641,0.016250599,0.019553656,-0.00092349,-0.075858527,0.001844898,-0.075886577,0.012169345,0.999630367,-0.024311259
0.015169802,0.016007949,0.020225799,-0.001042511,-0.055250033,0.001695819,-0.055285882,0.018856726,0.999351566,-0.030673629
0.015302825,0.016394751,0.018309357,-0.00142462,-0.080661029,0.001000738,-0.080679815,0.017657699,0.999767148,-0.012403821
0.016981639,0.03003181,0.009847214,9.31E-05,0.052426088,0.004152941,0.052590401,0.001769463,0.996875607,0.07896767
0.018410169,0.029490365,0.009407872,-0.000930437,0.066820942,0.005584172,0.067060324,-0.013874623,0.996430357,0.083270871
0.018513696,0.028623663,0.010003067,-0.001733704,0.116205461,0.008867192,0.116556175,-0.014874408,0.996991028,0.076076549
0.019174704,0.029559868,0.010165142,-0.001762443,0.078899394,0.005941912,0.079142447,-0.022269256,0.996928919,0.075078693
0.019265339,0.02801542,0.01142355,-0.003242764,0.141330557,0.008543831,0.1416257,-0.022896719,0.997916035,0.06032684
0.020116957,0.029139217,0.011213601,-0.003143801,0.096602858,0.006133602,0.096848421,-0.032461049,0.997464456,0.063331978
0.018757977,0.02878424,0.012420577,-0.001642929,0.093308101,0.004674155,0.093439545,-0.017582801,0.998593267,0.050023308
0.017351499,0.029942663,0.011789453,-0.000122497,0.053052386,0.003061132,0.053140768,-0.00230515,0.998336838,0.057604203
0.017146606,0.028920356,0.010970898,-4.84E-06,0.102982601,0.006795842,0.103206587,-4.69E-05,0.997829731,0.065846982
0.012594076,0.025493829,0.011293084,0.009804201,0.204892464,0.012338966,0.205497675,0.047709545,0.997054903,0.06004431
0.011527336,0.024845151,0.010696274,0.013725024,0.233924426,0.015450653,0.234835551,0.058445256,0.996120157,0.065793501
0.012370903,0.027420994,0.008982681,0.006046915,0.118017963,0.010182354,0.118610645,0.050981219,0.995003129,0.085846886
0.011618656,0.024864459,0.009231508,0.004728039,0.081898727,0.00666427,0.082305336,0.057445106,0.99505975,0.080970081
0.011810293,0.024519118,0.012137958,0.010706981,0.192824761,0.009797802,0.193370176,0.055370383,0.997179427,0.050668631
0.011071556,0.024290729,0.011965144,0.012897788,0.204499162,0.010733503,0.205186423,0.062858878,0.996650552,0.052310981
0.011027576,0.024587898,0.011789988,0.01178091,0.184874616,0.010070988,0.185523147,0.063501024,0.996504309,0.054284268
0.011264021,0.025987033,0.012256946,0.007859689,0.126430378,0.006364807,0.126834246,0.06196819,0.996815781,0.05018209
0.010985377,0.025706705,0.01198114,0.009341368,0.143889359,0.00764078,0.144394565,0.064693351,0.996501214,0.052915977
0.011022015,0.024228685,0.012428095,0.011185426,0.176026857,0.008387043,0.176581173,0.063344386,0.996860844,0.047496814
0.010622514,0.024959859,0.011242955,0.00640551,0.093909366,0.005673036,0.094298372,0.067928103,0.995874735,0.060160488
0.010535983,0.026802911,0.011330155,0.004025139,0.057115537,0.003465039,0.057361946,0.070170897,0.995704318,0.060406585
0.010567391,0.027775632,0.010479688,0.004006369,0.056528041,0.003983582,0.056809676,0.070522653,0.995042475,0.070121532
0.011694909,0.028939353,0.011425534,0.004118166,0.069252535,0.004227237,0.069503543,0.05925117,0.996388565,0.060820447
0.011244127,0.028187525,0.011336202,0.005054696,0.079149411,0.004868578,0.079459941,0.063613133,0.99609199,0.061270851
0.01175503,0.028471511,0.011050098,0.005086992,0.086941083,0.005634505,0.087271857,0.058289034,0.996209842,0.064562684
0.021074086,0.028681364,0.010151036,-0.00293336,0.068535761,0.005122591,0.068789505,-0.042642552,0.99631129,0.074467622
0.02130137,0.028618475,0.010092753,-0.002715872,0.060027742,0.004521663,0.060259034,-0.045069954,0.996161701,0.07503709
0.021041144,0.028270844,0.009807258,-0.003156884,0.074713822,0.005837871,0.075008011,-0.04208729,0.996077886,0.077829971
0.021414751,0.028068591,0.010540009,-0.004403816,0.095319364,0.006676345,0.095654317,-0.046038861,0.996498299,0.069796587
0.02048363,0.026924402,0.009616875,-0.00523934,0.146800254,0.011604009,0.147351343,-0.035556788,0.996260034,0.078750614
0.020158028,0.025863942,0.01068896,-0.007136134,0.224043381,0.01497455,0.224656622,-0.031764629,0.997270315,0.066655281
0.019812686,0.026803201,0.008883295,-0.003842802,0.13489795,0.011705043,0.135459337,-0.028368673,0.995855676,0.086410013
0.019638859,0.026601609,0.008412955,-0.002873299,0.108119339,0.009902658,0.108609898,-0.026455223,0.995483294,0.091176383
0.020306187,0.026548958,0.008302725,-0.001960368,0.058240391,0.005399553,0.058522999,-0.033497389,0.995171001,0.092263775
0.01856556,0.025950497,0.008970087,-0.002990544,0.198760469,0.016908538,0.199500792,-0.014990136,0.996289122,0.084754238
0.018541699,0.026826922,0.008049819,-0.001267035,0.084853242,0.008119187,0.085250216,-0.014862539,0.995343431,0.095239489
0.019676486,0.025022753,0.009040676,-0.005582002,0.21040409,0.017569732,0.211210169,-0.026428659,0.996183524,0.083186015
0.020294994,0.02593893,0.008144176,-0.0017664,0.053005914,0.004971401,0.053267832,-0.033160721,0.995083,0.093328395
0.018196786,0.025291702,0.0083016,-0.002067805,0.186787102,0.017090941,0.187578777,-0.01102366,0.995779507,0.091113405
0.018479267,0.026114009,0.007716775,-0.000761498,0.053784936,0.005297253,0.054050533,-0.014088626,0.995086136,0.098005571
0.017905137,0.025308289,0.007844032,-0.000977271,0.122007327,0.011751754,0.122575881,-0.007972785,0.995361615,0.095873299
0.020832608,0.024921656,0.009694471,-0.008253625,0.213867223,0.016377782,0.214652145,-0.038451165,0.996343286,0.076299176
0.018952921,0.024494372,0.009121587,-0.004347031,0.230602279,0.01895619,0.231420926,-0.018784088,0.99646252,0.081912168
0.02037048,0.024585309,0.008503284,-0.004825569,0.143442484,0.012726827,0.144086795,-0.033490708,0.995528314,0.088327502
0.019190393,0.026312169,0.010780332,-0.004487461,0.206467378,0.013665251,0.206967762,-0.021681934,0.997582309,0.066025986
0.018640332,0.029355196,0.017923189,0.005621293,-0.342183846,0.00339968,-0.342246901,-0.016424672,0.999815762,-0.009933414
0.017878119,0.029540533,0.017738193,0.002916766,-0.360737563,0.002857996,-0.360760676,-0.008085044,0.999935934,-0.007922138
0.017993141,0.029514883,0.018141134,0.003529795,-0.37764551,0.004662748,-0.377690788,-0.009345728,0.999880117,-0.012345411
0.017523769,0.029028593,0.017549282,0.001510145,-0.362290199,0.002106387,-0.36229947,-0.004168224,0.999974412,-0.005813938
0.018650811,0.029129993,0.018733919,0.006450604,-0.390901633,0.00734093,-0.391023767,-0.016496705,0.999687656,-0.018773617
0.017663807,0.028618062,0.017803073,0.002140085,-0.377234789,0.003224952,-0.377254644,-0.005672786,0.99994737,-0.008548474
0.018585473,0.029363323,0.018908382,0.006367974,-0.402335712,0.008344806,-0.402472622,-0.015822131,0.999659826,-0.020733847
0.017466908,0.029436234,0.018158592,0.001378936,-0.387028591,0.004848636,-0.387061417,-0.003562576,0.99991519,-0.012526788
0.017674349,0.028700162,0.018612055,0.002375763,-0.410113824,0.007121521,-0.410182532,-0.005791966,0.999832496,-0.017361834
0.017378947,0.028548023,0.018619465,0.001062068,-0.412879326,0.007190942,-0.412943308,-0.002571947,0.999845059,-0.017413873
0.017414758,0.028008455,0.018034995,0.001155908,-0.39258631,0.004318014,-0.392611758,-0.002944151,0.999935184,-0.010998178
0.017222455,0.028789403,0.018763807,0.000369904,-0.423437455,0.008060348,-0.423514326,-0.000873416,0.999818493,-0.019032055
0.018818332,0.028525448,0.020036489,0.00777882,-0.427080391,0.01401316,-0.427381023,-0.018201135,0.999296571,-0.032788448
0.018042026,0.02768006,0.019831166,0.004167621,-0.430157894,0.013034574,-0.430375514,-0.009683686,0.999494349,-0.030286513
0.018561818,0.027920883,0.020414705,0.00657319,-0.428901431,0.015732415,-0.429240204,-0.015313547,0.99921076,-0.036651774
0.01868326,0.02848261,0.020641098,0.007378374,-0.440808177,0.017351829,-0.44121126,-0.016722995,0.999086419,-0.03932771
0.018353397,0.026734574,0.020630654,0.005339058,-0.413556583,0.015929723,-0.413897703,-0.012899462,0.999175834,-0.038487101
0.018463397,0.028806109,0.020610463,0.006601609,-0.458423335,0.017955774,-0.458822346,-0.01438816,0.999130359,-0.03913448
0.017359478,0.02926717,0.017112345,0.000743181,-0.312350531,0.000325585,-0.312351585,-0.00237931,0.999996626,-0.001042368
0.018300554,0.027167745,0.018139565,0.005021414,-0.404819548,0.004865823,-0.40487993,-0.01240223,0.999850866,-0.012017942
0.019358486,0.028499987,0.021278616,0.009888819,-0.410711255,0.019014817,-0.411270091,-0.024044586,0.998641197,-0.04623438
0.019218337,0.028552473,0.021940148,0.009249346,-0.409851572,0.021933159,-0.410542232,-0.022529585,0.998317686,-0.053424855
0.020108715,0.02869569,0.022086851,0.012618587,-0.390708482,0.021565369,-0.391506592,-0.032230843,0.997961438,-0.055083029
0.019222742,0.029395443,0.018105114,0.002256177,-0.098848526,0.00117981,-0.09888131,-0.022817021,0.999668456,-0.011931578
0.019353055,0.029207945,0.018502159,0.00734856,-0.303603479,0.004936011,-0.303732511,-0.024194184,0.99957518,-0.016251177
0.019306064,0.029526258,0.018810047,0.008515629,-0.35820838,0.007055862,-0.358379052,-0.023761513,0.999523768,-0.019688264
0.019398356,0.0283194,0.01820986,0.007655243,-0.312938282,0.00404693,-0.313058059,-0.024453108,0.999617395,-0.012927092
0.01886417,0.029194715,0.019035697,0.007452339,-0.395366827,0.008736155,-0.395533546,-0.01884123,0.999578497,-0.022087014
0.019400805,0.02881648,0.019449493,0.00962996,-0.391116294,0.010370968,-0.391372263,-0.024605627,0.99934597,-0.026498986
0.019610809,0.028552659,0.019515537,0.010490533,-0.390942246,0.010617294,-0.391227067,-0.026814435,0.99927198,-0.027138444
0.0194133,0.028693542,0.019833973,0.00992405,-0.401380222,0.012309025,-0.401691525,-0.024705649,0.999225019,-0.030642979
0.019689942,0.028696023,0.019939568,0.010911952,-0.393401938,0.012516963,-0.393752245,-0.027712737,0.999110338,-0.031788931
0.018897664,0.029011255,0.019867506,0.008191242,-0.427131813,0.013300687,-0.427417349,-0.019164506,0.99933195,-0.031118734
0.020351231,0.028184937,0.020040533,0.013101719,-0.377094536,0.012343942,-0.377523929,-0.03470434,0.998862607,-0.032697112
0.019776924,0.027741138,0.020131169,0.011480327,-0.404389438,0.013569065,-0.40477986,-0.028361903,0.999035471,-0.033522084
0.019990876,0.028111631,0.020573705,0.012312033,-0.399511104,0.015371823,-0.399996252,-0.03078037,0.99878712,-0.038429918
0.019994237,0.02900143,0.020689435,0.012150658,-0.390019031,0.015645531,-0.390521786,-0.031113904,0.998712606,-0.040063146
0.02026128,0.028099617,0.021081653,0.013443466,-0.3984575,0.017518655,-0.399068928,-0.033687077,0.998467863,-0.04389882
0.020596687,0.028663719,0.021235542,0.013452435,-0.357812143,0.016427509,-0.358441572,-0.037530344,0.998243984,-0.045830367
0.020192573,0.028979948,0.021386461,0.013025661,-0.391010956,0.018658171,-0.39167252,-0.033256511,0.998310926,-0.047637171
0.020405553,0.028994815,0.021906873,0.013748476,-0.38571023,0.020600779,-0.386504585,-0.035571315,0.997944772,-0.053300219
0.020847762,0.016545326,0.020794498,0.002666377,-0.074835825,0.002718069,-0.074932624,-0.035583664,0.998708183,-0.036273507
0.020667492,0.016844679,0.019373393,0.003146654,-0.09256453,0.002103183,-0.092641875,-0.033965782,0.999165117,-0.022702292
0.020663517,0.016030219,0.019269902,0.002479114,-0.073583388,0.001586016,-0.07364222,-0.033664305,0.999201122,-0.021536772
0.021215223,0.015663264,0.01976575,0.002745719,-0.07070468,0.001852907,-0.070782229,-0.038791084,0.998904393,-0.026177571
0.020566715,0.014930108,0.018978557,0.001667527,-0.051429216,0.000955087,-0.051465105,-0.032401112,0.999302642,-0.018557957
0.01984339,0.016080638,0.018148337,0.001920525,-0.074275807,0.000804259,-0.074304984,-0.025846515,0.999607325,-0.01082376
0.022751421,0.016479326,0.018861089,0.003493281,-0.064810386,0.001148348,-0.064914619,-0.053813479,0.998394295,-0.01769013
0.019647462,0.01689991,0.020370776,0.002122762,-0.087823883,0.002841671,-0.087895482,-0.024150985,0.999185415,-0.03233011
0.018550379,0.015975036,0.020487744,0.000818526,-0.060786978,0.00201745,-0.060825955,-0.013456848,0.999359207,-0.033167587
0.018573346,0.016487962,0.019104332,0.001197429,-0.087069504,0.00174641,-0.087095249,-0.013748503,0.99970441,-0.020051725
0.015516228,0.015378624,0.019672247,-0.00078653,-0.050868711,0.001284244,-0.050890998,0.015455188,0.999562065,-0.025235198
0.015438898,0.015516497,0.019837778,-0.000829627,-0.051153006,0.001373737,-0.051178174,0.01621056,0.999508235,-0.026842253
0.018062355,0.015864549,0.018399118,0.000577344,-0.065687764,0.000867167,-0.065696024,-0.008788105,0.999874261,-0.01319969
0.019032251,0.015532987,0.017068127,0.001039429,-0.057753934,2.80E-05,-0.057763294,-0.017994627,0.999837966,-0.000484887
0.015499108,0.015648291,0.02013563,-0.000859382,-0.054860316,0.001630925,-0.054891281,0.01565608,0.999435885,-0.029711921
0.018871076,0.027642708,0.008763125,-0.001892643,0.101707888,0.009036463,0.10212607,-0.018532422,0.995905234,0.088483413
0.017702021,0.027156143,0.008362462,-0.000776691,0.129589576,0.012009662,0.130147199,-0.005967792,0.995715443,0.092277531
0.019247949,0.027682912,0.009629238,-0.003299701,0.14552082,0.011577458,0.146017925,-0.022597915,0.996595585,0.079287922
0.016392609,0.024056161,0.007440176,0.000393482,0.050642814,0.005026586,0.050893182,0.007731526,0.995080514,0.098767376
0.016648348,0.023774432,0.00749041,0.000272901,0.053464037,0.005263406,0.05372319,0.00507976,0.995176139,0.097972694
0.016470604,0.023498513,0.007916823,0.001152668,0.166536509,0.015616756,0.167271099,0.006891016,0.995608387,0.093361947
0.01605442,0.023010459,0.007697117,0.000780155,0.069945019,0.006683746,0.070267964,0.011102576,0.995404092,0.095117962
0.016555253,0.022926677,0.007681692,0.000479439,0.079724232,0.007624278,0.080089404,0.005986302,0.995440444,0.09519709
0.016877633,0.023401326,0.009376752,0.00068118,0.250020061,0.019664411,0.25079311,0.002716103,0.996917583,0.078408897
0.017372428,0.022907807,0.008172346,-0.000461439,0.195775364,0.017735164,0.196577573,-0.002347362,0.995919124,0.09021967
0.016790755,0.022452362,0.008641738,0.000769456,0.214702796,0.018332084,0.215485378,0.003570805,0.996368284,0.085073446
0.017815832,0.023194863,0.009835504,-0.001757059,0.253958652,0.018735067,0.254654839,-0.006899769,0.997266155,0.073570434
0.015986271,0.021646446,0.008891154,0.002293193,0.196182397,0.016119484,0.196856875,0.011649036,0.996573763,0.081884281
0.016517405,0.02154184,0.008524372,0.001091043,0.172855049,0.014828154,0.173493321,0.006288674,0.996321056,0.085468156
0.01870985,0.023427939,0.010458414,-0.004126223,0.255637784,0.01726453,0.256253325,-0.016102125,0.997597922,0.067372902
0.01937313,0.023683688,0.00785157,-0.002533289,0.109993453,0.010408319,0.110513847,-0.022922821,0.995291143,0.094181132
0.016680695,0.021004144,0.008912794,0.000832897,0.179605917,0.014623193,0.180202155,0.004622017,0.996691279,0.081148822
0.018417595,0.021866581,0.00921927,-0.002776899,0.214867075,0.016979652,0.215554818,-0.012882566,0.996809428,0.07877185
0.018828627,0.021973603,0.009371107,-0.0037481,0.219087967,0.016994522,0.219778069,-0.017054022,0.996860008,0.077325832
0.017640581,0.021174341,0.008507499,-0.000847075,0.168928946,0.014466449,0.169549358,-0.004996039,0.996340823,0.085322939
0.01967774,0.022574304,0.009094318,-0.005738298,0.221729863,0.017931349,0.222527736,-0.025786889,0.996414499,0.080580286
0.01965344,0.022378726,0.008651414,-0.005178152,0.202425115,0.017250854,0.203224832,-0.025479917,0.996064865,0.084885563
0.019707732,0.022391804,0.008023519,-0.002883204,0.110310668,0.010107699,0.110810297,-0.026019277,0.995491132,0.091216247
0.018745802,0.020774845,0.010811984,-0.003075036,0.191328456,0.011899743,0.191722815,-0.016038966,0.997943077,0.062067431
