x,y,z,us_x,us_y,us_z,us_mag,r_x,r_y,r_z
0.015516378,0.018432975,0.023760505,0.00098177,0.061657394,-0.004071766,0.061799494,0.015886374,0.997700638,-0.065886717
0.015952276,0.018571289,0.023987351,0.001040811,0.089187241,-0.006096189,0.089401403,0.011642,0.997604496,-0.068188959
0.015937988,0.018513475,0.02420949,0.000886737,0.075125698,-0.005295696,0.075317337,0.011773346,0.997455584,-0.070311778
0.018325666,0.020639243,0.024787599,-0.003198893,0.270065674,-0.02100506,0.270900191,-0.011808382,0.996919465,-0.077538004
0.017743064,0.019870997,0.02415433,-0.000749948,0.125673295,-0.008909452,0.125990943,-0.005952398,0.997478799,-0.07071502
0.018431542,0.019234089,0.025259314,-0.00216872,0.170421141,-0.013864608,0.170997941,-0.012682724,0.996626857,-0.081080552
0.018157527,0.019207638,0.025532918,-0.001450584,0.144793041,-0.012167492,0.145310622,-0.009982645,0.996438108,-0.083734363
0.019200681,0.018858356,0.022944765,0.00105823,-0.052277694,0.003047408,-0.052377131,-0.020204043,0.998101522,-0.058182026
0.018506283,0.018388959,0.024911931,-0.001321869,0.099001516,-0.007650976,0.099305513,-0.013311135,0.996938769,-0.077044824
0.018646013,0.020031311,0.022788486,0.002275567,-0.152106611,0.008733679,-0.152374133,-0.014934074,0.998244307,-0.05731733
0.018096196,0.01894632,0.024213351,-0.000766451,0.081633736,-0.005782073,0.081841839,-0.009365025,0.99745725,-0.070649355
0.017831627,0.020835867,0.023797261,-0.000377771,0.05464331,-0.003715672,0.054770798,-0.006897314,0.997672345,-0.06784039
0.015031465,0.019715305,0.021396186,-0.004839893,-0.231189534,0.010040492,-0.231458067,0.020910451,0.998839821,-0.043379313
0.014724992,0.019095069,0.022998508,0.002350245,0.098635038,-0.00581537,0.09883427,0.023779658,0.997984182,-0.058839609
0.017483937,0.020612653,0.02283893,0.000752399,-0.220083589,0.012821398,-0.220458024,-0.00341289,0.998301557,-0.058158
0.014585962,0.019284625,0.02338404,0.00339433,0.13445395,-0.00845395,0.134762218,0.025187547,0.997712504,-0.062732347
0.014932117,0.0196878,0.023671892,0.003970698,0.181194005,-0.011955468,0.181631404,0.021861297,0.997591829,-0.065822695
0.014244536,0.019529428,0.023145758,0.004447139,0.155025918,-0.009405373,0.155374623,0.028622043,0.997755717,-0.060533519
0.016522616,0.01979259,0.024983127,0.001467365,0.238573228,-0.01886272,0.239322252,0.006131337,0.996870227,-0.078817241
0.017128896,0.020861313,0.024659881,3.47E-05,0.258197225,-0.019795886,0.258954987,0.000134072,0.997073769,-0.07644528
0.017423363,0.021273222,0.024759483,-0.000790177,0.279090409,-0.021766565,0.279939036,-0.002822676,0.996968528,-0.077754662
0.017045185,0.021265179,0.025181448,0.000330482,0.33784737,-0.027782895,0.33898797,0.000974907,0.996635278,-0.08195835
0.017639823,0.020681508,0.025320852,-0.001539013,0.308911498,-0.025686102,0.309981384,-0.004964856,0.99654855,-0.08286337
0.010474513,0.026477315,0.013896708,-0.003960649,-0.05587573,-0.001853564,-0.056046584,0.070667083,0.996951561,0.033071852
0.011041437,0.026785856,0.014898005,-0.004361511,-0.067028189,-0.001515014,-0.067187024,0.064915973,0.99763593,0.022549204
0.01201022,0.026860373,0.014892923,-0.004424237,-0.080762815,-0.001831286,-0.080904634,0.054684594,0.998247087,0.022635116
0.0120787,0.02649059,0.015362622,-0.005389097,-0.100099956,-0.001760937,-0.100260383,0.053751006,0.998399894,0.017563637
0.012640467,0.026132941,0.013727734,-0.002726766,-0.057185253,-0.001992433,-0.057284886,0.047600087,0.99826074,0.034781136
0.011566411,0.025741566,0.014502263,-0.004723531,-0.080310974,-0.002130491,-0.080477968,0.058693469,0.997924976,0.026472976
0.012617508,0.02547518,0.014333391,-0.005345417,-0.112311395,-0.00317055,-0.112483222,0.047521906,0.998472418,0.028186869
0.010605731,0.024901191,0.013973584,-0.004412448,-0.064563167,-0.002054564,-0.064746378,0.068149732,0.997170328,0.03173249
0.010917423,0.024724802,0.015937075,-0.005201606,-0.080068542,-0.00090257,-0.0802424,0.064823658,0.99783334,0.011248038
0.011018224,0.024258701,0.015578741,-0.005141521,-0.08083766,-0.001207671,-0.081010005,0.063467728,0.997872541,0.014907673
0.012273847,0.024794968,0.012059159,0.008346078,0.16414535,0.008499661,0.164577025,0.050712293,0.997377064,0.051645487
0.010701545,0.024942378,0.01703551,-0.003976829,-0.059029371,1.13E-05,-0.05916318,0.067217977,0.997738296,-0.00019109
0.011464735,0.023627006,0.016635591,-0.004093456,-0.069876416,-0.000275135,-0.069996754,0.058480653,0.998280804,0.003930689
0.013702504,0.028240344,0.020408759,-0.013639294,-0.365999878,0.013448028,-0.366500737,0.037214917,0.998633401,-0.036693044
0.0128736,0.027888412,0.020874186,0.003698511,0.080279703,-0.003341792,0.080434304,0.045981767,0.998077921,-0.041546848
0.013659233,0.028794512,0.020492399,-0.014158656,-0.372963796,0.014126672,-0.373499696,0.037908078,0.998565191,-0.037822446
0.014209656,0.028536299,0.02036993,-0.012870994,-0.403812508,0.014714697,-0.404285452,0.031836403,0.998830174,-0.036396802
0.013572105,0.028268924,0.021000313,-0.008559621,-0.221232963,0.009549601,-0.221604345,0.038625691,0.998324119,-0.043093022
0.013944914,0.027889637,0.021089526,-0.013166498,-0.381543361,0.016769409,-0.382138595,0.034454772,0.99844236,-0.043883054
0.013359091,0.028212279,0.021520885,0.00246591,0.060182553,-0.002935519,0.060304541,0.040890947,0.997977134,-0.048678237
0.014064536,0.02713841,0.021567779,-0.009719588,-0.29497703,0.014370742,-0.295486779,0.032893478,0.998274882,-0.048634129
0.014493562,0.028122088,0.021299137,-0.012179847,-0.424991836,0.019689881,-0.425622016,0.02861658,0.99851939,-0.046261425
0.014518048,0.028588928,0.020834059,-0.012665754,-0.443817108,0.018421782,-0.444379803,0.028502092,0.998733754,-0.041455038
0.015059532,0.028323995,0.021073382,-0.01027549,-0.454977162,0.020011473,-0.455532944,0.022557073,0.998779931,-0.043929805
0.015643006,0.027502319,0.021780338,-0.00679797,-0.421864339,0.021596612,-0.422471474,0.016090957,0.998562896,-0.051119693
0.015525107,0.028242923,0.021293163,-0.008160741,-0.465776258,0.021577528,-0.466347199,0.017499282,0.998775717,-0.046269235
0.014158115,0.028316815,0.021762623,-0.013211967,-0.408322694,0.021009546,-0.409076252,0.032297077,0.998157905,-0.051358508
0.015558309,0.027996477,0.021856051,-0.007610317,-0.444649322,0.023248357,-0.445321707,0.017089481,0.998490114,-0.052205758
0.01512445,0.028311968,0.021605305,-0.010085838,-0.461007221,0.022932768,-0.461687442,0.021845598,0.998526664,-0.04967163
0.01580598,0.027478073,0.022714872,-0.00570315,-0.39718955,0.024316538,-0.397974068,0.014330456,0.998028721,-0.061100811
0.016270008,0.027919645,0.02212535,-0.004142503,-0.439874678,0.024258536,-0.44056256,0.009402758,0.998438628,-0.055062637
0.014419199,0.02827017,0.022480104,-0.001699191,-0.057578414,0.003408803,-0.057704255,0.029446538,0.997819223,-0.059073685
0.016820323,0.02742927,0.022849195,-0.001350944,-0.390691359,0.024469763,-0.391459234,0.003451047,0.998038428,-0.062509096
0.016472289,0.027833331,0.022525096,-0.003060247,-0.423454781,0.025157081,-0.424212441,0.007213949,0.99821396,-0.059303025
0.016405026,0.028087314,0.022398902,-0.003539344,-0.443848769,0.025835301,-0.444614125,0.007960485,0.998278608,-0.058107243
0.017151127,0.027821468,0.023088975,3.71E-05,-0.390011033,0.025539034,-0.390846325,-9.50E-05,0.997862864,-0.065342905
0.016929919,0.028027859,0.022864757,-0.000946172,-0.412168443,0.026051269,-0.412991997,0.002291018,0.998005885,-0.063079354
0.017062763,0.028251629,0.022551023,-0.000373887,-0.433849787,0.026013335,-0.434629119,0.000860243,0.998206903,-0.059851799
0.016703608,0.028112857,0.023108341,-0.00192234,-0.405034035,0.026691257,-0.405917095,0.004735793,0.997824531,-0.06575544
0.017679513,0.027547404,0.024324324,-0.000416603,0.072118305,-0.005666594,0.072341785,-0.005758813,0.996910784,-0.078330864
0.017384578,0.02801867,0.023909329,0.000810143,-0.309393557,0.0230463,-0.310251771,-0.002611244,0.997233815,-0.074282572
0.016175134,0.026284196,0.023986252,0.000937628,0.091381655,-0.006756214,0.091635869,0.010232111,0.997225826,-0.073728929
0.017219463,0.027407581,0.025307886,-7.01E-05,0.084635609,-0.007533924,0.084970296,-0.000825226,0.996061127,-0.088665389
0.01705543,0.026749715,0.024306092,0.00010426,0.112570992,-0.008748002,0.112910437,0.000923386,0.996993685,-0.077477352
0.015609285,0.027173348,0.024682473,0.00192977,0.11753636,-0.009649097,0.117947552,0.016361252,0.996513773,-0.081808372
0.014332424,0.027895659,0.023220304,0.001876745,0.06188117,-0.004143116,0.0620481,0.030246611,0.997309659,-0.066772652
0.015982552,0.027220739,0.021257125,-0.005275172,-0.424488271,0.019285512,-0.424958881,0.012413371,0.998892575,-0.045382066
0.019752603,0.027017823,0.025290776,-0.002270939,0.081367407,-0.007197932,0.08171672,-0.027790381,0.995725319,-0.088083962
0.020403387,0.026075726,0.025003238,-0.005462352,0.158236258,-0.013376689,0.158894577,-0.034377206,0.995856885,-0.08418594
0.02073078,0.026964122,0.024628289,-0.005372793,0.140111829,-0.011395578,0.140677115,-0.038192371,0.995981677,-0.081005198
0.021146637,0.027147247,0.02466871,-0.003614521,0.084305255,-0.006906647,0.084664884,-0.042692087,0.995752327,-0.081576283
0.02112578,0.025068227,0.025060872,-0.005137248,0.123129987,-0.010373427,0.123672927,-0.041538989,0.995609867,-0.083877916
0.021608874,0.024983831,0.02504457,-0.003024808,0.064714696,-0.005436214,0.065013028,-0.046526183,0.995411202,-0.083617306
0.02170513,0.024504682,0.024184495,-0.011969096,0.251929402,-0.018801061,0.252913351,-0.04732489,0.996109544,-0.074337953
0.022293497,0.025174875,0.024496453,-0.003154236,0.058397814,-0.004579776,0.058661983,-0.053769684,0.995496761,-0.078070605
0.022747839,0.023995936,0.024036968,-0.008244581,0.142002981,-0.010324617,0.14261633,-0.057809514,0.995699311,-0.072394354
0.021965338,0.02392537,0.023668239,-0.011006284,0.220487312,-0.015177824,0.221282985,-0.049738501,0.996404274,-0.068590111
0.021022899,0.024003927,0.023969088,-0.009457128,0.235272323,-0.016941946,0.236071033,-0.04006052,0.996616653,-0.071766305
0.02253617,0.022879222,0.024335221,-0.009588376,0.17361419,-0.01300883,0.174364714,-0.054990346,0.995695664,-0.074607009
0.02080198,0.023851683,0.023467146,-0.004675922,0.123543176,-0.008241005,0.123905992,-0.037737655,0.997071848,-0.066510141
0.020037182,0.023617638,0.025202164,-0.00941366,0.315189852,-0.026616099,0.316451696,-0.02974754,0.99601252,-0.084107935
0.019841846,0.023850564,0.023516906,-0.002725195,0.097612743,-0.006561461,0.097870971,-0.027844772,0.997361542,-0.067041951
0.018539548,0.025724623,0.024877336,-0.003126112,0.212144051,-0.017585757,0.212894645,-0.014683844,0.996474341,-0.082603098
0.019569896,0.025739169,0.024209565,-0.004932146,0.192616163,-0.014612726,0.193232616,-0.025524397,0.996809786,-0.075622459
0.019348396,0.024169894,0.025327573,-0.006640795,0.290107354,-0.025015903,0.291259631,-0.022800259,0.996043816,-0.085888673
0.018578654,0.024167892,0.024765382,-0.004012013,0.269198697,-0.021642164,0.270097053,-0.014853969,0.996673952,-0.08012736
0.020679442,0.024465,0.025493417,-0.00343036,0.093179082,-0.008220331,0.09360386,-0.036647637,0.995461965,-0.087820428
0.01925781,0.023690885,0.025417769,-0.006865032,0.314299545,-0.027260648,0.315554235,-0.021755473,0.996023851,-0.086389738
0.018710785,0.02210466,0.024205418,-0.003484909,0.218716962,-0.015971009,0.219326987,-0.015889105,0.997218651,-0.072818259
0.01888448,0.022141883,0.024910387,-0.006173894,0.348717093,-0.027971679,0.349891616,-0.017645161,0.996643181,-0.079943839
0.019418413,0.021727776,0.024548242,-0.007180189,0.311725937,-0.023757302,0.312712367,-0.022961001,0.996845569,-0.075971738
0.019103555,0.022821609,0.02582179,-0.006089458,0.303418011,-0.027337182,0.304707881,-0.019984578,0.995766865,-0.089716032
0.018798832,0.022157038,0.025672333,-0.005934105,0.352448415,-0.031004812,0.35385929,-0.016769673,0.996012892,-0.087619043
0.01982704,0.022048462,0.025353139,-0.009395126,0.344682781,-0.029171242,0.346042554,-0.027150205,0.996070503,-0.084299579
0.01801574,0.022829892,0.02604647,-0.002751632,0.307834444,-0.02844526,0.30915813,-0.008900403,0.995718418,-0.092008774
0.018307675,0.02343289,0.02622271,-0.002385926,0.19882125,-0.018846862,0.199726779,-0.011945947,0.995466161,-0.09436322
0.020136874,0.022070272,0.025532205,-0.008950739,0.294338365,-0.025451229,0.295572248,-0.030282745,0.995825443,-0.086108317
0.018809745,0.022175908,0.026245611,-0.002384687,0.14068144,-0.013197961,0.141319285,-0.016874464,0.995486493,-0.093391081
0.0212154,0.021580685,0.024265161,-0.012177456,0.295875064,-0.021669423,0.296917342,-0.04101295,0.99648967,-0.072981331
0.019892786,0.022005059,0.02588162,-0.004147175,0.148577642,-0.013365747,0.149235244,-0.027789515,0.995593523,-0.089561602
0.020523818,0.021140628,0.025009669,-0.010018731,0.294513188,-0.023680015,0.295633448,-0.03388903,0.996210643,-0.080099241
