x,y,z,us_mag_0,noise_values,us_mag_noisy_0
0.005095901,0.010839872,0.010949955,0.011175222,0.002958379,0.014133601
0.005891801,0.010490716,0.01120304,0.007945555,0.003687918,0.011633473
0.005863081,0.011497943,0.010131684,0.009064535,0.004154989,0.013219524
0.015216399,0.014913953,0.008623068,0.029744217,0.002197032,0.031941249
0.015304791,0.015721884,0.007963113,0.024215111,-0.002969903,0.021245208
0.01588979,0.01535911,0.006898893,0.0161657,0.003312401,0.019478101
0.016189171,0.015403224,0.008484068,0.012825112,-0.000520465,0.012304647
0.014705638,0.016776795,0.006661206,-0.149401281,-0.001028213,-0.150429494
0.015173229,0.016801735,0.006180173,0.014038229,0.008102356,0.022140585
0.014621913,0.016368,0.006928482,-0.132021905,-6.44E-05,-0.13208632
0.015354973,0.016081926,0.007156707,0.02244731,0.001228488,0.023675798
0.006307182,0.013355617,0.006576684,-0.051825262,-0.001963643,-0.053788905
0.005400487,0.013369431,0.00631153,0.010066139,0.002506532,0.012572671
0.006787481,0.012785966,0.007030385,-0.080627294,0.00249987,-0.078127424
0.005472108,0.012412082,0.006191549,-0.017360036,0.000561063,-0.016798973
0.006252307,0.012446728,0.00562275,-0.033381764,0.003340992,-0.030040772
0.003921629,0.00989883,0.008502652,-0.016549909,-0.00090561,-0.017455519
0.010799238,0.016873881,0.005434794,0.016571297,0.003833478,0.020404775
0.011247142,0.016593017,0.004211196,0.02925794,-0.005724589,0.023533351
0.011469681,0.01784336,0.005813344,0.023103445,-0.001038013,0.022065432
0.012235039,0.017166983,0.005725462,-0.072515371,-0.002629592,-0.075144963
0.012139131,0.016998723,0.004399532,0.035799037,-0.002735434,0.033063603
0.011123499,0.01736759,0.004568569,0.016795745,-0.004151421,0.012644324
0.011663051,0.017654222,0.004856391,0.033520172,0.001938305,0.035458477
0.009262929,0.01118708,0.012233691,0.012670576,0.002559627,0.015230203
0.006271854,0.011712529,0.010648494,0.012545843,0.000665358,0.013211201
0.013782968,0.0178851,0.006549773,-0.15916246,0.003379247,-0.155783213
0.01404963,0.018084968,0.006824089,-0.141773187,-0.00374007,-0.145513257
0.013930439,0.018265288,0.007356575,-0.125503425,0.005842788,-0.119660637
0.013749577,0.017477009,0.007394123,-0.125824482,-0.003390975,-0.129215457
0.014382526,0.017288758,0.007081653,-0.125234958,-0.002400806,-0.127635764
0.014430143,0.017411338,0.007290958,-0.10869373,-0.005712023,-0.114405753
0.01412,0.017261947,0.006858821,-0.140418742,0.000300288,-0.140118454
0.014101078,0.017920766,0.006812277,-0.140131083,0.000565822,-0.139565261
0.01414328,0.018088812,0.006221002,-0.17069723,0.004325892,-0.166371338
0.013596087,0.018323625,0.005120183,0.036103791,-0.001783466,0.034320325
0.013806703,0.017809596,0.005047321,0.03938581,0.000621614,0.040007424
0.014453637,0.017226327,0.006024078,-0.093871786,0.001851606,-0.09202018
0.014572467,0.017690385,0.005840581,0.016058641,0.000752251,0.016810892
0.014513937,0.017661562,0.006095942,-0.171202542,-0.004515332,-0.175717874
0.014407806,0.01765332,0.006403278,-0.154904392,0.0017229,-0.153181492
0.013856852,0.017168595,0.005480844,0.013462437,0.004240766,0.017703203
0.014653997,0.016923364,0.005371032,0.036058623,-0.001587765,0.034470858
0.014736308,0.01714837,0.006547631,-0.147254194,0.001872854,-0.14538134
0.013982841,0.018256694,0.006231437,-0.176559842,-1.25E-05,-0.176572351
0.013579555,0.018270634,0.006471953,-0.170085697,0.001734909,-0.168350788
0.013606221,0.018487738,0.005670368,0.021359753,-0.001694967,0.019664786
0.013727685,0.018454287,0.00545368,0.026449503,-0.002605615,0.023843888
0.013328971,0.018673485,0.005815542,-0.006385245,-0.006547393,-0.012932638
0.013147824,0.018631894,0.006002263,-0.117606485,0.00268403,-0.114922455
0.013457615,0.018656449,0.006125405,-0.193959235,0.003083322,-0.190875913
0.012497128,0.01864061,0.006204509,-0.068757479,0.001754129,-0.06700335
0.016606847,0.015266161,0.008024106,0.010497648,0.001102791,0.011600439
0.016750261,0.014837432,0.008817012,0.008551186,0.00182813,0.010379316
0.016149202,0.014462334,0.008916946,0.011752372,0.002277862,0.014030234
0.007463564,0.007821599,0.009847991,-0.010968818,0.000706308,-0.01026251
0.007040301,0.007205547,0.010608701,-0.008531753,-0.003064325,-0.011596078
0.006877611,0.008822575,0.00655553,-0.016526888,0.001070272,-0.015456616
0.006755635,0.009660311,0.00660468,-0.029875554,0.001514624,-0.02836093
0.006785245,0.010012217,0.006973232,-0.038243648,-0.002303823,-0.040547471
0.006107341,0.009479472,0.006464437,-0.026075649,0.003332043,-0.022743606
0.005860439,0.009108549,0.005988247,-0.008509292,-0.002450571,-0.010959863
0.004072594,0.010352893,0.008029197,-0.018422715,-0.001263886,-0.019686601
0.003898734,0.009267109,0.008472763,-0.019802174,-0.001824993,-0.021627167
0.014293016,0.012833409,0.009006926,0.020034789,0.004350766,0.024385555
0.013137729,0.014420357,0.007832901,0.026457547,0.002878546,0.029336093
0.013634207,0.012335593,0.007731139,0.018416142,-0.002496872,0.01591927
0.014044131,0.01236662,0.008418475,0.008298663,0.002297802,0.010596465
0.012957156,0.013334432,0.009623695,0.056317061,0.003151951,0.059469012
0.011339605,0.016209643,0.008810831,0.009861233,0.000268463,0.010129696
0.010156664,0.017246822,0.009427515,-0.039952136,-0.000392382,-0.040344518
0.011870335,0.018005587,0.00872462,-0.040581213,-0.002451598,-0.043032811
0.010972467,0.018000722,0.009532992,-0.014037192,-0.002566169,-0.016603361
0.011941877,0.017298525,0.009896275,-0.035002743,-0.002382772,-0.037385515
0.011065928,0.016568923,0.010031545,-0.096346143,0.001854849,-0.094491294
0.012411473,0.017236473,0.008813461,-0.010850943,-0.000103031,-0.010953974
0.01260093,0.017369155,0.010462332,0.018832449,-0.000817615,0.018014834
0.01209304,0.018967114,0.009380827,0.018467785,-0.001642512,0.016825273
0.014344703,0.016402517,0.00834139,-0.042754467,0.001103756,-0.041650711
0.013932445,0.016306948,0.008567171,0.023351316,-0.002696379,0.020654937
0.013646861,0.016448027,0.008699038,0.021361631,-0.004508188,0.016853443
0.013326943,0.017041771,0.009032996,0.052918541,0.00160044,0.054518981
0.013739237,0.017414492,0.008937509,-0.040472992,0.002607186,-0.037865806
0.013568843,0.017399395,0.009977481,0.039400711,0.000613343,0.040014054
0.013500486,0.017434504,0.009346785,0.075914973,-0.000411708,0.075503265
0.009911493,0.017100768,0.008341459,-0.135100829,-0.001054974,-0.136155803
0.009182193,0.017250212,0.008038222,-0.052981368,-0.000909042,-0.05389041
0.008841794,0.016115237,0.009083164,-0.060822583,-0.004204164,-0.065026747
0.008552456,0.016820531,0.007897038,-0.034599839,-0.001504636,-0.036104475
0.009820906,0.016938096,0.006729786,-0.124794602,-0.003690279,-0.128484881
0.009412849,0.017259829,0.007215365,-0.084882796,0.001325924,-0.083556872
0.008046199,0.016735442,0.006523288,0.011101119,0.004432618,0.015533737
0.009945422,0.012443977,0.009927166,-0.032410053,0.004445498,-0.027964555
0.009424687,0.01158654,0.009275698,-0.035956705,-0.001382113,-0.037338818
0.007789918,0.010416942,0.008826548,-0.039083254,-0.00182756,-0.040910814
0.006954073,0.010339578,0.009084527,-0.040229623,0.00260444,-0.037625183
0.007785559,0.010852948,0.008484555,-0.050063209,4.88E-05,-0.050014438
0.008584193,0.010235732,0.008135341,-0.031727512,-0.003699013,-0.035426525
0.011434899,0.010970269,0.007994061,0.010917038,0.00186148,0.012778518
0.015704135,0.016284786,0.006326573,0.011656669,0.001341008,0.012997677
0.015679725,0.016526483,0.005682859,0.011341423,0.002720435,0.014061858
0.015585065,0.015404423,0.006274661,0.018952414,0.002353193,0.021305607
0.015091476,0.016331255,0.00531569,0.026345445,0.003030676,0.029376121
0.015502787,0.015865678,0.005088739,0.019058693,0.001092986,0.020151679
0.014798885,0.015230861,0.005056829,0.029174325,-0.000934286,0.028240039
0.014705903,0.016473565,0.004712167,0.012928521,0.004686068,0.017614589
0.012536211,0.01377618,0.011225612,0.042330808,0.001411404,0.043742212
0.013250203,0.012007471,0.010109078,0.015480917,-0.000193055,0.015287862
0.013635336,0.012969199,0.010632522,0.037128527,0.001038306,0.038166833
0.013314886,0.013421389,0.011048759,0.036913363,0.000899945,0.037813308
0.015123653,0.013471462,0.008963705,0.016554811,0.001026723,0.017581534
0.014619498,0.013300464,0.009727951,0.02351093,0.001258517,0.024769447
0.014083011,0.013189652,0.010759887,0.024035468,0.000220639,0.024256107
0.013550351,0.013383636,0.011158519,0.021238296,0.001245523,0.022483819
0.013860649,0.012869582,0.009586453,0.034187107,0.001652528,0.035839635
0.012980805,0.016056186,0.004609745,0.0375891,-0.001733556,0.035855544
0.011523682,0.015429228,0.004460404,0.030661206,0.000655965,0.031317171
0.011666552,0.016289726,0.004085781,0.02394926,-0.000480868,0.023468392
0.012715061,0.014878344,0.004779937,0.025880317,-0.001099606,0.024780711
0.012630097,0.014759819,0.00467337,0.027766968,-0.005843064,0.021923904
0.014091205,0.015743716,0.006232209,-0.013280846,0.001149961,-0.012130885
0.013899211,0.016885895,0.004949866,0.04109346,0.004192643,0.045286103
0.013387153,0.015931802,0.004576377,0.030627958,-0.005723078,0.02490488
0.007317466,0.01380494,0.005643992,-0.06580556,-0.002001614,-0.067807174
0.007828718,0.015297238,0.005035358,0.0104295,0.001407441,0.011836941
0.005605303,0.008610319,0.008403346,-0.031811368,-0.000859973,-0.032671341
0.005261329,0.008484849,0.01025521,-0.013197772,0.000797911,-0.012399861
0.004834082,0.008820061,0.009302656,-0.0253779,-0.001688732,-0.027066632
0.005822713,0.010921908,0.012053494,0.011815157,0.000774161,0.012589318
0.005953834,0.010843942,0.013174838,0.007923215,0.00406632,0.011989535
0.004829109,0.010393502,0.012061373,0.00996227,0.004336536,0.014298806
0.012086673,0.014470031,0.004691885,0.025129359,-0.000344389,0.02478497
0.011476407,0.01460362,0.004041513,0.031297901,-0.001755856,0.029542045
0.009606391,0.013385016,0.003412277,0.012091698,0.002796191,0.014887889
0.012498416,0.014060092,0.011187579,0.046400004,0.000121663,0.046521667
0.012655597,0.015273491,0.008800477,0.052962077,0.003080882,0.056042959
0.012882051,0.015647238,0.007997818,-0.03293062,0.000272017,-0.032658603
0.012158245,0.016063109,0.010606446,0.035904374,0.002834603,0.038738977
0.010928726,0.013982134,0.008723911,0.028221506,-0.000741288,0.027480218
0.011452586,0.015223277,0.011051993,0.033526764,0.00285725,0.036384014
0.012091781,0.015572027,0.00892834,0.041427471,3.88E-05,0.041466276
0.012298004,0.01339114,0.009551537,0.053348155,0.003493436,0.056841591
0.009199935,0.010500334,0.007002518,-0.030143759,0.001878158,-0.028265601
0.008816957,0.009836221,0.005933797,-0.010395941,-0.002347235,-0.012743176
0.010126362,0.010975594,0.006030589,-0.011726264,-0.005271709,-0.016997973
0.00999234,0.010820566,0.006563086,-0.019349623,-0.003717738,-0.023067361
0.007467254,0.013769567,0.009672783,0.018310672,0.001910364,0.020221036
0.008366193,0.013713808,0.008777983,-0.138600037,0.000919593,-0.137680444
0.007456152,0.014404528,0.009306298,0.019678171,-0.001349944,0.018328227
0.009003638,0.01412839,0.007583038,-0.161816748,0.004606555,-0.157210193
0.00892971,0.014861434,0.009065946,-0.175895433,-0.002074025,-0.177969458
0.008245684,0.014694716,0.00935502,-0.052621652,-0.007072977,-0.059694629
