x,y,z,us_mag,noise,us_mag_noisy
0.024052175,0.025109725,0.020919792,0.135879666,3.33E-05,0.135913009
0.023885431,0.024230354,0.021623794,0.154732481,0.001417788,0.156150269
0.022099664,0.025530256,0.023277456,0.098346576,-0.002674623,0.095671953
0.021491334,0.027268516,0.022864182,0.144009039,-0.002905145,0.141103894
0.022860909,0.023781033,0.023297239,0.223525032,-0.000970508,0.222554524
0.022181651,0.023474213,0.023184311,0.144343644,0.004067859,0.148411503
0.022670887,0.024186608,0.02167668,-0.11711549,-0.000607825,-0.117723315
0.022610648,0.025191678,0.023893651,0.077001773,-0.002711552,0.074290221
0.023232386,0.023572259,0.023590043,0.111945882,-0.015781,0.096164882
0.022237547,0.010444495,0.020329628,-0.011026875,-0.016091799,-0.027118674
0.022004513,0.009220421,0.019609056,-0.007285054,-0.019587051,-0.026872105
0.021085111,0.013352847,0.022031816,-0.026197512,-0.009819928,-0.03601744
0.021827895,0.010502143,0.017025253,-0.015344469,-0.010965243,-0.026309712
0.021699615,0.013683641,0.016274557,-0.03125846,0.003810164,-0.027448296
0.02109492,0.011074412,0.014782704,-0.025168616,-0.004189709,-0.029358325
0.019433834,0.013134705,0.015631273,-0.035257045,-0.007967848,-0.043224893
0.019759269,0.014361066,0.016027769,-0.037915275,-0.009040421,-0.046955696
0.02106563,0.014115684,0.01657917,-0.032963622,0.00571699,-0.027246632
0.017836377,0.012370257,0.015877651,-0.025620157,-0.001028666,-0.026648823
0.015611405,0.019169895,0.021499582,-0.209451675,0.002030293,-0.207421382
0.018539118,0.01777827,0.024513183,0.055895884,-0.001879374,0.05401651
0.015799614,0.017327404,0.02220715,-0.048182704,-0.004064025,-0.052246729
0.015416662,0.018057052,0.022094367,-0.058403589,0.001554051,-0.056849538
0.017533483,0.018719677,0.022059113,-0.142813131,0.007651505,-0.135161626
0.01674585,0.019005448,0.022998657,-0.071538471,-0.000121764,-0.071660235
0.015516378,0.018432975,0.023760505,0.067979604,0.013743873,0.081723477
0.015952276,0.018571289,0.023987351,0.098438375,-0.001404609,0.097033766
0.015937988,0.018513475,0.02420949,0.081777066,-0.008910895,0.072866171
0.018325666,0.020639243,0.024787599,0.284169048,0.001239658,0.285408706
0.017743064,0.019870997,0.02415433,0.142433181,-0.006384573,0.136048608
0.018431542,0.019234089,0.025259314,0.180639923,0.005139619,0.185779542
0.018157527,0.019207638,0.025532918,0.152706236,0.009815115,0.162521351
0.019949075,0.016927838,0.02257767,-0.035710815,-0.003639433,-0.039350248
0.019200681,0.018858356,0.022944765,-0.041796245,0.01484958,-0.026946665
0.018506283,0.018388959,0.024911931,0.106661096,0.013069869,0.119730965
0.018646013,0.020031311,0.022788486,-0.139062539,-0.011199793,-0.150262332
0.018096196,0.01894632,0.024213351,0.094764948,-0.003948418,0.09081653
0.017831627,0.020835867,0.023797261,0.064196304,0.007866941,0.072063245
0.015030474,0.019209115,0.022549842,-0.021427255,-0.011333928,-0.032761183
0.015031465,0.019715305,0.021396186,-0.226289332,0.006344265,-0.219945067
0.014724992,0.019095069,0.022998508,0.109277666,0.012899801,0.122177467
0.017483937,0.020612653,0.02283893,-0.212677434,-0.000703629,-0.213381063
0.014585962,0.019284625,0.02338404,0.144289821,-0.002584888,0.141704933
0.014932117,0.0196878,0.023671892,0.195739672,0.004049911,0.199789583
0.014244536,0.019529428,0.023145758,0.16606164,0.004753878,0.170815518
0.016522616,0.01979259,0.024983127,0.252494007,-0.004992464,0.247501543
0.017128896,0.020861313,0.024659881,0.270939112,-0.000797121,0.270141991
0.017423363,0.021273222,0.024759483,0.288404316,-0.005536531,0.282867785
0.017045185,0.021265179,0.025181448,0.349004328,-0.016382377,0.332621951
0.017639823,0.020681508,0.025320852,0.322144926,-0.001591731,0.320553195
0.010665213,0.030206971,0.013480807,0.026609747,0.002149358,0.028759105
0.010036102,0.028473798,0.013438457,0.015859939,0.010806467,0.026666406
0.010959007,0.028895283,0.012811404,0.02324369,0.001926864,0.025170554
0.011573904,0.028139573,0.015157611,-0.03651901,1.24E-05,-0.03650663
0.011171084,0.027108103,0.01428138,-0.051240791,0.017536712,-0.033704079
0.010474513,0.026477315,0.013896708,-0.060779691,-0.006745238,-0.067524929
0.011041437,0.026785856,0.014898005,-0.070133291,-0.007045823,-0.077179114
0.01042238,0.026486786,0.014523294,-0.045084346,-0.003319215,-0.048403561
0.01201022,0.026860373,0.014892923,-0.08247105,-0.00303795,-0.085509
0.010452109,0.026161287,0.014552927,-0.049963661,0.009497994,-0.040465667
0.0120787,0.02649059,0.015362622,-0.100983858,-0.0021887,-0.103172558
0.012640467,0.026132941,0.013727734,-0.060957465,-0.005997797,-0.066955262
0.011566411,0.025741566,0.014502263,-0.085018508,0.001291441,-0.083727067
0.012572166,0.025632048,0.013480693,-0.04815495,-0.002784127,-0.050939077
0.010687399,0.025027309,0.013475261,-0.031325076,-0.009419234,-0.04074431
0.012617508,0.02547518,0.014333391,-0.115562081,-0.009832246,-0.125394327
0.010605731,0.024901191,0.013973584,-0.07136412,-0.009656232,-0.081020352
0.010488465,0.02487785,0.013559828,-0.051902778,0.016268718,-0.03563406
0.010570483,0.024479453,0.014145716,-0.053140942,-0.005444333,-0.058585275
0.010917423,0.024724802,0.015937075,-0.079523519,0.005950524,-0.073572995
0.011018224,0.024258701,0.015578741,-0.080367409,-9.33E-05,-0.080460686
0.011463768,0.030275861,0.014813541,0.019716069,0.010093593,0.029809662
0.012273847,0.024794968,0.012059159,0.164337784,0.006814663,0.171152447
0.010701545,0.024942378,0.01703551,-0.05815747,0.003648614,-0.054508856
0.011464735,0.023627006,0.016635591,-0.072549492,0.006796626,-0.065752866
0.013702504,0.028240344,0.020408759,-0.370491952,-0.005187155,-0.375679107
0.0128736,0.027888412,0.020874186,0.077780135,-0.006347722,0.071432413
0.013659233,0.028794512,0.020492399,-0.376752764,0.013616968,-0.363135796
0.014209656,0.028536299,0.02036993,-0.408335984,-0.003138491,-0.411474475
0.013572105,0.028268924,0.021000313,-0.223962352,0.002915296,-0.221047056
0.013944914,0.027889637,0.021089526,-0.386477202,0.011412702,-0.3750645
0.013359091,0.028212279,0.021520885,0.056484684,0.00553877,0.062023454
0.014064536,0.02713841,0.021567779,-0.299649,0.002059215,-0.297589785
0.014493562,0.028122088,0.021299137,-0.429725468,-0.011527924,-0.441253392
0.014518048,0.028588928,0.020834059,-0.448757857,-0.000681963,-0.44943982
0.015059532,0.028323995,0.021073382,-0.460045487,0.002779931,-0.457265556
0.015643006,0.027502319,0.021780338,-0.427318692,-0.019211321,-0.446530013
0.015525107,0.028242923,0.021293163,-0.471035659,-0.004855491,-0.47589115
0.014158115,0.028316815,0.021762623,-0.411698669,-0.00829382,-0.419992489
0.015558309,0.027996477,0.021856051,-0.449511468,0.001735624,-0.447775844
0.01512445,0.028311968,0.021605305,-0.465668112,0.017397363,-0.448270749
0.015045417,0.027068105,0.023197623,-0.0177754,-0.012345319,-0.030120719
0.01580598,0.027478073,0.022714872,-0.402381748,0.001677256,-0.400704492
0.016270008,0.027919645,0.02212535,-0.445128173,-0.003144975,-0.448273148
0.014419199,0.02827017,0.022480104,-0.058845259,0.007569317,-0.051275942
0.016820323,0.02742927,0.022849195,-0.397137195,-0.003046698,-0.400183893
0.016472289,0.027833331,0.022525096,-0.428754926,-0.0068588,-0.435613726
0.01509106,0.027707079,0.023334229,0.02754106,0.003544282,0.031085342
0.016405026,0.028087314,0.022398902,-0.448830456,0.001367852,-0.447462604
0.014520127,0.028324055,0.023092873,0.034125809,-0.007794298,0.026331511
0.017151127,0.027821468,0.023088975,-0.396029443,-0.010363026,-0.406392469
0.016929919,0.028027859,0.022864757,-0.417332262,-0.001044492,-0.418376754
0.017062763,0.028251629,0.022551023,-0.438630104,0.000409656,-0.438220448
0.016703608,0.028112857,0.023108341,-0.409599721,0.00099173,-0.408607991
0.01745397,0.027319517,0.024169713,0.041678235,-0.006752499,0.034925736
0.017679513,0.027547404,0.024324324,0.068966039,0.004226829,0.073192868
0.017384578,0.02801867,0.023909329,-0.313647211,-0.00348912,-0.317136331
0.016175134,0.026284196,0.023986252,0.09016709,-0.002535618,0.087631472
0.017219463,0.027407581,0.025307886,0.087525211,-0.013263873,0.074261338
0.01705543,0.026749715,0.024306092,0.11190436,-0.000354738,0.111549622
0.015609285,0.027173348,0.024682473,0.118222021,0.005382416,0.123604437
0.015624229,0.028040087,0.024405118,0.048991323,-0.005032026,0.043959297
0.015180812,0.028263504,0.024029054,0.034425963,0.006577346,0.041003309
0.014332424,0.027895659,0.023220304,0.058753096,0.005222722,0.063975818
0.013805764,0.028415812,0.022943156,0.034231976,-0.000705058,0.033526918
0.015982552,0.027220739,0.021257125,-0.43006134,0.002213983,-0.427847357
0.013924772,0.026858483,0.022360727,0.033023611,-0.007476709,0.025546902
0.019306913,0.027386824,0.025866767,0.028961247,0.00518779,0.034149037
0.019358562,0.027353182,0.025769049,0.03139725,0.006817397,0.038214647
0.019839704,0.027626723,0.025779989,0.027679673,0.003171502,0.030851175
0.019752603,0.027017823,0.025290776,0.088811748,-0.001944503,0.086867245
0.02040926,0.027258184,0.025456013,0.035533425,-0.001953221,0.033580204
0.020119142,0.027396502,0.025204465,0.050808925,-0.006280936,0.044527989
0.020358261,0.027521562,0.025269039,0.035479449,-0.002443736,0.033035713
0.020403387,0.026075726,0.025003238,0.159112245,0.012805172,0.171917417
0.02073078,0.026964122,0.024628289,0.144280002,-0.005875585,0.138404417
0.020997116,0.025995482,0.025766728,-0.029468171,-0.003745777,-0.033213948
0.021146637,0.027147247,0.02466871,0.088854224,-0.02325554,0.065598684
0.021275559,0.025746927,0.025797527,-0.040943775,-0.009107076,-0.050050851
0.020996695,0.025644334,0.026367165,-0.033061914,-0.006230487,-0.039292401
0.02112578,0.025068227,0.025060872,0.120572604,0.009885515,0.130458119
0.021596402,0.025383692,0.025072124,0.031093104,0.016098079,0.047191183
0.021608874,0.024983831,0.02504457,0.063104816,-2.06E-05,0.063084242
0.02170513,0.024504682,0.024184495,0.247196883,0.020384287,0.26758117
0.022293497,0.025174875,0.024496453,0.055865578,0.008513254,0.064378832
0.022747839,0.023995936,0.024036968,0.143231109,-0.005324896,0.137906213
0.021965338,0.02392537,0.023668239,0.216268793,0.000836595,0.217105388
0.021022899,0.024003927,0.023969088,0.227266327,0.008658811,0.235925138
0.02147284,0.023528973,0.025379499,0.042512484,0.00601122,0.048523704
0.02253617,0.022879222,0.024335221,0.178229764,0.014104268,0.192334032
0.02080198,0.023851683,0.023467146,0.113775045,0.00478989,0.118564935
0.020037182,0.023617638,0.025202164,0.312324524,-0.008230555,0.304093969
0.019841846,0.023850564,0.023516906,0.085501432,-0.003320758,0.082180674
0.019156937,0.025824999,0.027196096,-0.03638741,-0.004971959,-0.041359369
0.018539548,0.025724623,0.024877336,0.21023643,-0.003151997,0.207084433
0.019569896,0.025739169,0.024209565,0.187790781,0.003982486,0.191773267
0.019922676,0.024803514,0.025987536,0.031049693,0.009506719,0.040556412
0.019348396,0.024169894,0.025327573,0.285746396,-0.006452904,0.279293492
0.018578654,0.024167892,0.024765382,0.260710597,0.005047022,0.265757619
0.020679442,0.024465,0.025493417,0.091925874,0.002768574,0.094694448
0.019940974,0.024143914,0.026601428,0.014427744,0.013758794,0.028186538
0.01925781,0.023690885,0.025417769,0.311473995,-0.010961142,0.300512853
0.018710785,0.02210466,0.024205418,0.218018159,-0.018293361,0.199724798
0.01888448,0.022141883,0.024910387,0.351639062,-0.011398277,0.340240785
0.019418413,0.021727776,0.024548242,0.317586482,-0.007567407,0.310019075
0.019103555,0.022821609,0.02582179,0.306076407,-0.000640387,0.30543602
0.018798832,0.022157038,0.025672333,0.357748687,0.002132311,0.359880998
0.01982704,0.022048462,0.025353139,0.35046792,-0.003295783,0.347172137
0.01801574,0.022829892,0.02604647,0.31114319,0.006487182,0.317630372
0.018307675,0.02343289,0.02622271,0.200517371,0.002698017,0.203215388
0.020136874,0.022070272,0.025532205,0.299995273,-0.011269202,0.288726071
0.018809745,0.022175908,0.026245611,0.144322082,0.018970073,0.163292155
0.0212154,0.021580685,0.024265161,0.306071103,-0.012333181,0.293737922
0.019892786,0.022005059,0.02588162,0.152598098,-0.012810171,0.139787927
0.020523818,0.021140628,0.025009669,0.304132462,-0.003201634,0.300930828
0.020297492,0.020966588,0.025196623,0.291369289,-0.016158354,0.275210935
0.018512843,0.020088144,0.025626406,0.255136997,-0.002462131,0.252674866
0.019630272,0.019331373,0.025172915,0.163785726,-0.001169401,0.162616325
0.02073073,0.021767518,0.022586886,-0.1076167,0.013034719,-0.094581981
0.023114914,0.022853103,0.023571914,0.188879952,0.000674212,0.189554164
0.022315463,0.022576572,0.023211874,0.193749174,0.006729782,0.200478956
0.02219063,0.022630865,0.021989351,-0.119938143,-0.002209036,-0.122147179
0.022690518,0.02201518,0.022929473,0.177656129,-0.004917265,0.172738864
0.021844486,0.021545649,0.023391591,0.20326142,-0.005819507,0.197441913
0.0215535,0.021137012,0.022870718,0.06235446,-0.010615518,0.051738942
0.022305017,0.021480253,0.022467958,0.041077163,0.00675625,0.047833413
0.022078445,0.020843064,0.02285414,0.091136932,-0.005767839,0.085369093
0.022224393,0.020450365,0.023068346,0.101272024,-0.013167518,0.088104506
0.020807998,0.020780847,0.024472853,0.265754253,0.006603281,0.272357534
0.021599544,0.020709969,0.02470273,0.190901056,-0.000367855,0.190533201
0.021565815,0.019724945,0.024138289,0.131327048,-0.001787348,0.1295397
0.021597311,0.023100123,0.024216961,0.310625583,-0.008068611,0.302556972
0.017755071,0.023605801,0.024884058,0.27217865,-0.004822571,0.267356079
0.018310336,0.021456467,0.025303388,0.358955294,-0.00102103,0.357934264
0.020683847,0.0279507,0.019146374,-0.147259176,-0.001711932,-0.148971108
0.022017395,0.028819963,0.018454628,-0.038213946,-0.004293386,-0.042507332
0.020929838,0.027960721,0.019752368,-0.127433285,-0.002137552,-0.129570837
0.021134811,0.026952459,0.018258685,-0.122713394,0.008986134,-0.11372726
0.021988075,0.02844191,0.020386983,0.045241471,-0.006078438,0.039163033
0.021286117,0.02607088,0.019376051,-0.230399743,-0.000145589,-0.230545332
0.02208852,0.028443134,0.021143926,0.06469921,-0.00804822,0.05665099
0.02399835,0.029439613,0.018330047,-0.027289989,-0.00509367,-0.032383659
0.022456728,0.028858375,0.021262243,0.048038412,0.019548748,0.06758716
0.024279203,0.029233351,0.020295227,0.016322283,0.009740488,0.026062771
0.023259679,0.027414281,0.019749187,-0.040284947,0.013020599,-0.027264348
0.023517354,0.025588667,0.019811798,-0.038871616,0.007884753,-0.030986863
0.024253732,0.028078418,0.019811058,-0.052264564,0.010871163,-0.041393401
0.024585066,0.025717057,0.019832866,0.033392653,0.008334537,0.04172719
0.02447016,0.027625689,0.018548489,-0.050384004,0.002861395,-0.047522609
0.019260174,0.027174993,0.020310877,-0.413394451,-0.002026499,-0.41542095
0.022098012,0.027756382,0.016767671,-0.0903828,-0.010255316,-0.100638116
0.023923801,0.027621081,0.016652927,-0.080683485,0.007331912,-0.073351573
0.023925817,0.027965153,0.016755303,-0.085870147,-0.011956649,-0.097826796
0.022049315,0.028786056,0.017241079,-0.055306476,-0.004818236,-0.060124712
0.024217667,0.026907504,0.018020017,-0.07471402,0.000131198,-0.074582822
0.023441033,0.028763242,0.017068315,-0.069714077,-0.01832204,-0.088036117
0.024301497,0.028102096,0.017717766,-0.05181158,0.004376343,-0.047435237
0.023762958,0.029464664,0.01641145,-0.027918991,-0.010467986,-0.038386977
0.012153653,0.030836454,0.015891349,0.035206009,0.002615778,0.037821787
0.012728696,0.030804733,0.015815428,0.035277549,0.005301986,0.040579535
0.010599562,0.026838182,0.016834255,-0.037317645,-0.018512438,-0.055830083
0.011122931,0.027155938,0.017612809,-0.06500262,-0.008486215,-0.073488835
0.011343526,0.025758756,0.017202113,-0.126700625,-0.007585026,-0.134285651
0.010845122,0.027411716,0.017925583,-0.04945014,-0.01244082,-0.06189096
0.012215284,0.030249007,0.01734665,0.030937769,0.000326011,0.03126378
0.010805719,0.026666937,0.017993316,-0.068654046,0.001527165,-0.067126881
0.010823044,0.025769256,0.017323107,-0.101131864,0.006248719,-0.094883145
0.010615247,0.02635471,0.018088833,-0.063413575,0.000835577,-0.062577998
0.010180444,0.028259456,0.018799707,0.024006648,0.004339681,0.028346329
0.011019153,0.02564333,0.019098703,-0.016456414,-0.010329491,-0.026785905
0.010989017,0.029336447,0.019072143,0.016584877,0.011264901,0.027849778
