x,y,z,u_0,v_0,w_0,density,Neighbours
0.030402396,0.013726373,-0.12005483,0.0019994830716502125,0.006569602237972885,0.0003081045149853106,1056.0556868032158,10.0
0.033349283,0.017465154,-0.11552195,0.0015649104033450287,0.0006767612771669612,0.0010496489128762416,1056.056528375593,10.0
0.029547969,0.016994616,-0.12020645,0.004689558772381454,0.004661372619054226,-0.0015620113185017943,1056.0560680881754,11.0
0.029922532,0.022720348,-0.11789221,-0.0016073151285805418,-0.0020690874572982534,0.002215827314058708,1056.0545440495798,10.0
0.028658133,0.004959741,-0.12426602,0.0028705404946986176,-0.00011579352764969662,0.002920757315000502,1056.041619680563,10.0
0.030362826,0.021132292,-0.11742323,0.0003199464414015609,-0.0008401491476648379,0.0014157866884645601,1056.0422426516013,10.0
0.024007296,0.023195894,-0.12444754,-0.0006406840164199671,-0.0011526126088670036,0.008799914830116651,1056.0797873964982,10.0
0.031084118,0.014681653,-0.11802045,0.004394567010025679,0.004026467394169832,-0.000529360682703162,1056.0578963706296,11.0
0.02913285,0.012019678,-0.12156343,-0.0012205079704864657,0.005141112199235786,0.002482514251428946,1056.0598399770822,10.0
0.02460964,0.020332463,-0.12489193,0.0004300662250871341,-0.000998873191685937,0.0012807343884634736,1056.0573890745095,10.0
0.025198512,0.00799808,-0.12756422,-0.004502127238357542,0.0009522742161581463,0.004754098760526949,1056.0554221424431,12.0
0.026855912,0.006262395,-0.12564768,-0.003635944917561028,-0.00029767128454823063,0.005186403633303983,1056.0531843088486,10.0
0.023871176,0.005018313,-0.12932889,-0.004866546326622642,-0.0029399369763834925,0.007524105521802594,1056.0476500838813,10.0
0.033045623,0.018991683,-0.1155787,0.000564275801878524,-0.0006712180301260631,0.002146991278324353,1056.0548415129178,14.0
0.028671229,0.014914321,-0.12156708,0.0013421283278741423,0.005852221405242705,-0.0007355443123278872,1056.0644734209402,11.0
0.027346764,0.022592936,-0.12105238,-0.001452829969798381,-0.0019637335185524077,0.0025581957975782167,1056.0596169267708,11.0
0.028829381,0.01252438,-0.12150326,-0.0005276609869156443,0.005293195476346912,0.0016412336487515989,1056.0566069728245,14.0
0.022492798,0.02043806,-0.12735386,-0.0031837274987278922,-0.002762179744358,0.0019980122471311896,1056.0649231196403,14.0
0.022455312,0.011607571,-0.12918031,-0.0006696074533285132,0.003382287361758384,0.002131701547393118,1056.0552671488274,13.0
0.031024573,0.021149907,-0.11645507,-0.00033209834802562234,-0.0017527435272769046,0.0013690571051746378,1056.0612243616915,10.0
0.023843886,0.017841095,-0.1265121,9.109325902583594e-05,0.00037014609532936844,0.0003264033139206144,1056.0573282749544,10.0
0.02494932,0.008748323,-0.12732098,-0.00426114300149861,0.0020657074349232528,0.004398010824644607,1056.0583313903528,12.0
0.027860209,0.005580307,-0.12496357,-0.0016355444911035858,-0.0011001641915166277,0.004927938899116693,1056.0531821243335,14.0
0.024750253,0.005443886,-0.12846859,-0.00320054317176258,-0.0026299343661797315,0.006481325488995272,1056.0451336516394,10.0
0.02025211,0.019815648,-0.1297534,-0.003366007803752057,-0.0028926861336907813,0.00022909656542608947,1056.0552116934925,14.0
0.023274755,0.014932469,-0.12760179,-0.0002769224845859867,0.0025998928662388098,-0.0002695904505069734,1056.0600306573303,11.0
0.030006219,0.014451176,-0.12015728,0.00255976003412443,0.006566456628213327,-0.0004658397848192936,1056.0573304083396,10.0
0.026708977,0.020539835,-0.1221925,0.0006580247260625166,-0.0004631836237117932,0.0006682043438263302,1056.0599719594572,12.0
0.028669162,0.009203224,-0.12254952,-0.0026597908754419624,0.0033048176710761996,0.0036035287903896335,1056.0581438362437,10.0
0.024175527,0.019226806,-0.12515502,-0.0001406883807171669,-0.0016151766038270644,0.0005133753400022712,1056.0558820185843,12.0
0.025007486,0.010601492,-0.12670211,-0.0022156813255068694,0.004969994405572149,0.00254862076693415,1056.0568985018233,12.0
0.02799011,0.011847269,-0.12246682,-0.0019084719186251466,0.004589986486895648,0.003096334053478118,1056.0604464738299,12.0
0.019675743,0.014040034,-0.13205084,-0.0011384127060505291,0.0001547156091130194,0.0024487411480945995,1056.0584748736007,11.0
0.030734094,0.019927181,-0.11701667,0.0015920924643308832,0.0012191098860440056,0.001482889112711718,1056.0480089823632,13.0
0.028915597,0.020144384,-0.11900275,0.0027046823386039755,0.0011546664201839362,0.001734390813918447,1056.051736269395,13.0
0.028186094,0.016187599,-0.12156232,0.0023537623650553663,0.005426755324887623,-0.0008774130815016864,1056.055440890112,11.0
0.027682411,0.013195925,-0.12278055,-0.0014661471320505574,0.005477587348479514,0.0016589661475041953,1056.0555518939111,10.0
0.021298969,0.010495316,-0.13088401,-0.0011105026754574224,0.0015008463423549212,0.004186683418113873,1056.056225668987,10.0
0.024011487,0.013391289,-0.12671956,0.0004920456644008399,0.004999187376700346,0.0007179273202866257,1056.0558571710314,14.0
0.025980026,0.009702526,-0.12588581,-0.0033898789980082913,0.004186532943434436,0.003801542683731351,1056.0556607632898,10.0
0.023026517,0.016541798,-0.12776123,-0.0005087404872537577,0.0006591650394299258,0.0007894771966390547,1056.0603387198148,11.0
0.026320916,0.014463703,-0.12460568,0.0007552597834143933,0.0058139926722222506,-0.000835560141500483,1056.0596629434046,13.0
0.030894551,0.02194294,-0.11648963,-0.0002686509864438241,-0.002296595828121613,0.0012237259761848065,1056.059186908403,10.0
0.026977398,0.022020241,-0.12114871,0.00020889355440420967,-0.0005168074800302172,0.0019500069484814672,1056.051394287804,10.0
0.023418756,0.005814264,-0.12968187,-0.004982359360637811,-0.0017793279856627702,0.007203081408928077,1056.0659293914994,10.0
0.031577911,0.018515239,-0.11753524,0.004545863146746742,0.0023658285311983314,0.0003194647662148165,1056.0527740151394,10.0
0.021226829,0.022295754,-0.12783794,-0.0033086648022864424,-0.001718232268525904,0.0010091583271079508,1056.0833352313493,10.0
0.025248721,0.019182011,-0.12405618,0.0016849881291430805,0.00021156494634196778,-0.00011395601455308988,1056.0564687838396,13.0
0.0221313,0.007111161,-0.13115139,-0.00502081493951612,-0.001367529954967257,0.007220389988526982,1056.0550635849609,11.0
0.029480968,0.016136641,-0.11986682,0.004215647240137092,0.0050574733060152815,-0.0016996589106163347,1056.0564898684918,11.0
0.027616801,0.015272688,-0.12275927,0.0008670092328746482,0.004899151641052519,-0.0005647805016385182,1056.0587195074402,11.0
0.030815149,0.015715782,-0.11899313,0.005422680173109827,0.005286508349812442,-0.00023217678450428514,1056.0571398877853,10.0
0.03222568,0.020073116,-0.11585531,0.0007891536496387254,-0.0010567129169158935,0.0008999007547471769,1056.066546481254,10.0
0.026885141,0.018287469,-0.1220002,0.002033233001569856,0.0017548404901335396,-0.0019008217720682804,1056.0530058168686,13.0
0.030315157,0.010017918,-0.12064645,-0.0004404560082822839,0.003879506929108935,0.0023434764834661275,1056.0570549611764,10.0
0.031123402,0.015200544,-0.11824309,0.004957575927055684,0.004314494195322623,-0.00032805693201441467,1056.0581377657195,12.0
0.030909956,0.01398294,-0.11905697,0.003454572685312441,0.005362544126657257,0.00021158353477335228,1056.058205836142,11.0
0.030252375,0.005839034,-0.12218492,-0.0012681800753788055,0.0008097464538547875,0.0035670277865752264,1056.0630104783688,12.0
0.030833917,0.020874063,-0.11700687,0.0006489540116887024,-0.0005779389322418915,0.0010210744056094259,1056.045676721388,12.0
0.019526888,0.013574759,-0.13193794,-0.001515626005782206,0.0003629869875871842,0.0031723836316503028,1056.0572083706934,12.0
0.027376687,0.016896812,-0.12210753,0.0017354534268560564,0.00411148452820498,-0.001313523107971628,1056.0520531100976,12.0
0.030638577,0.015517986,-0.11901584,0.0051648990713915955,0.005227508559630566,-0.0004885657396290479,1056.057827816461,12.0
0.027228162,0.021340987,-0.12141287,0.0012702803485283762,-0.001202868243702119,0.0017978688472631722,1056.053286489488,10.0
0.021730095,0.017859267,-0.12845181,-0.0019212410134250447,-0.0011947840205144356,0.0013784237769526677,1056.0601911568472,10.0
0.03060797,0.017737404,-0.11804304,0.004038024471278282,0.003682687466642416,0.0006243263109156468,1056.0536029211623,12.0
0.028007433,0.008446083,-0.1235041,-0.0043743595827734506,0.0019805211911843494,0.004857283749036056,1056.0528021772836,12.0
0.031121537,0.022814091,-0.11674283,-0.0007407927211167293,-0.0028296538091185284,0.001557915434576859,1056.0494073248103,13.0
0.025201447,0.022711268,-0.1233017,-0.00015896293574423488,-0.0002653282626181418,0.0028758711883668823,1056.0650623632916,15.0
0.019848797,0.0157931,-0.1313144,-0.00041039742902740367,-0.001018875150805842,0.0019932967779511114,1056.0561383024594,10.0
0.026696458,0.016911812,-0.12356693,0.0025406991949562573,0.003639049528992115,-0.0015451931074713411,1056.0562676179566,11.0
0.025540728,0.021408306,-0.12300854,-0.0009774603710925203,-0.00068642935025891,0.000359550569974477,1056.0506801551157,14.0
0.027391803,0.013674282,-0.12301872,-0.00121940557739624,0.005326013723012541,0.0012958292388118814,1056.0541620586837,14.0
0.030715266,0.005524785,-0.12181974,-0.0006274685093193339,6.076512971368813e-05,0.0026990743588941315,1056.067782512063,17.0
0.028575692,0.005558317,-0.12423866,0.0005509275536922964,-0.0005080550967764617,0.004343707287152849,1056.0512648316387,16.0
0.033713445,0.015801731,-0.11526137,0.0019385461844753477,0.00028895844750796517,0.0013581194221233158,1056.0638988419532,13.0
0.020462694,0.01233562,-0.13184065,-0.0008450754998065661,0.0003343016476044185,0.001989024864484939,1056.055571997374,14.0
0.033815257,0.017272735,-0.11520899,0.00204897222516726,-0.0006540889505289738,0.0012578970274288667,1056.0599370620425,10.0
0.029652076,0.023095738,-0.11749811,-0.0018042054057561554,-0.0023476642393137435,0.0029361726471048705,1056.0461265085992,10.0
0.022274587,0.022879591,-0.1266529,-0.0044876571247283075,-0.0018720781312462197,0.002592363700233875,1056.1028974645412,10.0
0.024127884,0.008092292,-0.12877887,-0.004155653063030059,0.0023265878245360707,0.004402269477291803,1056.0562571962485,13.0
0.027211264,0.016757853,-0.1220112,0.001619220406103038,0.003795990964390374,-0.001555036277535903,1056.051622909282,12.0
0.02600825,0.004533721,-0.12738499,-0.002866908700014344,-0.0023072040827831113,0.006444470331816046,1056.0648457651914,11.0
0.029053666,0.006394671,-0.12292729,-0.005710335726579971,0.0015160233390609096,0.005217783033441791,1056.0633722240311,11.0
0.030789478,0.015892318,-0.11870744,0.005794210015040737,0.004922394612559218,-0.0005147695506577323,1056.0586179807328,11.0
0.030106939,0.011667911,-0.12040642,0.00039153402343338205,0.004587532289840073,0.002539974792450831,1056.0592982577575,10.0
0.029628534,0.004810215,-0.12309382,0.0025974024743143226,0.0005332142152161614,0.003732213042813486,1056.0479750952577,15.0
0.024342479,0.012352518,-0.12695111,0.00020599721774525575,0.006180968963022569,0.0012889629791430074,1056.0562969420325,13.0
0.030489281,0.014154791,-0.11922277,0.0030787086065648607,0.005226517661126854,-0.00012073995539389446,1056.0554383187657,10.0
0.027643321,0.022870991,-0.12015434,-0.0009157125310446878,-0.00127537926414181,0.003784633350477931,1056.0610595123871,11.0
0.027239189,0.006506476,-0.12548132,-0.00401935768145749,-0.0007090960000201413,0.005832729650005852,1056.0511385513946,10.0
0.028852407,0.006874972,-0.12340042,-0.005964433617923324,0.001237075234893995,0.00563140414434292,1056.0669769554638,11.0
0.023930086,0.010329188,-0.12789556,-0.0012550529139596811,0.004180724125300991,0.00296386842163498,1056.0565727008368,10.0
0.024124362,0.005217421,-0.12911086,-0.00447464827666871,-0.0027822033620762436,0.007276326112283369,1056.0476786906793,12.0
0.026522839,0.022543117,-0.12176678,-0.0010779489015898933,-0.0013675384482022754,0.002251541120501441,1056.0582179728763,15.0
0.033902314,0.01729455,-0.1150259,0.0021063586670626694,-0.000588333992389892,0.00121684117016784,1056.0600982264789,11.0
0.028896546,0.013690483,-0.12134328,0.00024027790757780488,0.0060685089892024745,0.0002598793100148067,1056.0555528681812,10.0
0.028772894,0.019752191,-0.11955792,0.004018951327722958,0.0015862919952131344,0.0007122676624541984,1056.0498336645355,14.0
0.027119426,0.008966844,-0.12501785,-0.003644404750163284,0.0024385196901230395,0.005385555124009802,1056.057956202315,12.0
0.021565447,0.017684566,-0.12878609,-0.0024888090569648805,-0.0013818238548957066,0.0015843330531428211,1056.0593385498562,12.0
0.027777012,0.012846647,-0.1230454,-0.002114713280594478,0.005551655721894404,0.0023645682412391784,1056.0595763285178,14.0
0.028395541,0.012137003,-0.12268542,-0.00206536135025178,0.005184407899356617,0.0029039884455908447,1056.0561506243212,10.0
0.020316489,0.011599004,-0.13208188,-0.0015570748771134484,-0.0001429149094417246,0.002830840213198297,1056.0558295603373,10.0
0.028815914,0.019676795,-0.11999562,0.004416754150365907,0.0017251450921922807,0.0002505793739825128,1056.0543514630924,11.0
0.028847286,0.018215679,-0.11989754,0.004089752086845509,0.002398727626212038,-0.0011630813326460282,1056.0503006276424,12.0
0.023136282,0.017062198,-0.12704468,-0.0006897290109623595,0.00018852004273093025,0.0009345436372826394,1056.0603820907497,13.0
0.026677923,0.018837541,-0.12251684,0.002758563996490953,0.0004914711377835861,-0.0014136732215937011,1056.0559470695089,12.0
0.027251406,0.00842507,-0.124306,-0.0036734879581249457,0.0010860805193696726,0.005254328724788195,1056.0568580560955,12.0
0.022003708,0.022007644,-0.12726758,-0.0036225023471272337,-0.0019496897525395507,0.0023692885075613226,1056.062181266275,11.0
0.028106432,0.008791003,-0.12370063,-0.0043631355998793656,0.002436266459750295,0.004698052559949429,1056.0548932413055,12.0
0.027858973,0.006806744,-0.12416752,-0.0038201716370870513,-0.0005767442984076332,0.00605487252070882,1056.063451267849,14.0
0.028405292,0.008682871,-0.12345329,-0.003982093545308586,0.0024586280357212715,0.004564811448476611,1056.0545028174065,15.0
0.030545454,0.021479079,-0.11724041,0.000550992379039349,-0.0011912349526689119,0.0013460222828965578,1056.0542941010794,11.0
0.018439936,0.018708395,-0.13200915,-0.0018992215059172105,-0.0016945585401134118,0.0033056218725358686,1056.0876305250474,10.0
0.022272369,0.017547846,-0.12822102,-0.0012028018807004972,-0.0009265177366194658,0.00041478884763319326,1056.0597357338902,10.0
0.026335856,0.013174406,-0.12476721,-0.0012654190013968514,0.00610010089613548,0.0006860095505069293,1056.0667701709076,12.0
0.030316841,0.017026879,-0.11860257,0.005331411674715214,0.00404397249542744,-0.0007673790710432342,1056.0528488022603,12.0
0.019436503,0.017498188,-0.13110451,-0.002622442055351849,-0.0014995610749383398,0.0011344622780893247,1056.050860269219,12.0
0.025253154,0.010261632,-0.12650515,-0.0029797156309471317,0.004711065958912078,0.003120938355263111,1056.0586063157234,10.0
0.018280141,0.014527125,-0.13322906,-0.001647901277354262,-0.003057253049641036,0.003896101720888804,1056.05208466325,11.0
0.020375397,0.009011854,-0.1323117,-0.00349137400311096,-0.00013240277973116426,0.00553207967844595,1056.0605748873934,11.0
0.028609259,0.019589415,-0.12059141,0.0037120548548662236,0.0013848685586199982,-7.998710547162941e-05,1056.058089035821,11.0
0.022045042,0.009989347,-0.13060832,-0.0018141022406056846,0.0012772957889794897,0.0038952876527812218,1056.0585768516323,10.0
