x,y,z,us_mag_0,noise_values,us_mag_noisy_0
0.054489162,0.015022542,-0.1343734,-0.19739021,-0.014226102,-0.211616312
0.066431567,-0.010622824,-0.13736282,-0.11090616,-0.008695725,-0.119601885
0.070398912,-0.005149234,-0.14877813,-0.131027287,0.006303969,-0.124723318
0.055943083,0.005075848,-0.15843104,-0.116622602,-0.010967442,-0.127590045
0.057259228,0.000631978,-0.15057315,-0.216695797,0.009270529,-0.207425269
0.066627584,-0.012871265,-0.15130828,-0.084993484,0.002579,-0.082414484
0.060858846,0.005249324,-0.14126723,-0.232924597,0.003194585,-0.229730012
0.072675414,-0.003417801,-0.13715263,-0.118500415,-0.007931211,-0.126431626
0.044997476,0.005928463,-0.14932998,-0.235417547,-0.024635477,-0.260053023
0.042673871,0.027373107,-0.13399303,-0.575121185,-0.008567493,-0.583688678
0.063108802,-0.006292059,-0.15531473,-0.11606109,0.006148028,-0.109913063
0.077394709,-0.000422314,-0.14642826,-0.10922784,-0.030389791,-0.139617631
0.038279839,0.032456659,-0.12385406,-0.153455073,0.001654688,-0.151800385
0.07492207,0.009213061,-0.1473044,-0.131849832,0.012580889,-0.119268943
0.06791231,0.007983911,-0.14633238,-0.16890189,0.006783525,-0.162118366
0.068757199,0.010046791,-0.15032978,-0.153258826,0.014833089,-0.138425737
0.0438869,0.025032796,-0.15143636,-0.139319511,0.014389191,-0.12493032
0.045941878,0.001628288,-0.13912034,-0.240699451,-0.023258817,-0.263958268
0.061047275,-0.00693641,-0.14543575,-0.138633644,0.012372032,-0.126261612
0.057648115,-0.010343464,-0.15956204,-0.080374954,-0.00330522,-0.083680175
0.076990373,-0.002336641,-0.14871369,-0.12050236,-0.002823015,-0.123325375
0.0489733,-1.56E-05,-0.14437751,-0.240739052,-0.005521109,-0.246260161
0.033189837,0.025193909,-0.14188652,-0.646306003,-0.008339543,-0.654645546
0.053491551,0.02153758,-0.13268028,-0.16950342,0.016664301,-0.152839119
0.017888695,0.024855321,-0.14278828,-0.085970249,-0.002499217,-0.088469466
0.068182237,-0.00798403,-0.14563535,-0.118429728,0.006085811,-0.112343918
0.045099169,0.02246544,-0.14341758,-0.464368644,-0.008546961,-0.472915605
0.050979547,0.010959188,-0.15267797,-0.244033896,-0.008490911,-0.252524807
0.045091547,0.031038856,-0.14549054,-0.145369296,0.002040596,-0.1433287
0.023856198,0.024240823,-0.13943382,-0.341630575,0.003567775,-0.3380628
0.058457904,0.003505325,-0.14674129,-0.254891089,-0.019280786,-0.274171875
0.022972222,0.024675965,-0.13452871,-0.390776449,-0.011531817,-0.402308266
0.05259401,-0.007714435,-0.14517914,-0.123008823,-0.001833986,-0.124842809
0.061540164,0.004852762,-0.13352446,-0.166758715,0.001226551,-0.165532164
0.036039315,0.011048252,-0.15092522,-0.141044681,0.004059016,-0.136985665
0.053986426,0.017844787,-0.15111852,-0.206930315,-0.002418303,-0.209348619
0.052283634,0.027978828,-0.13324952,-0.120558127,0.002856709,-0.117701418
0.069089428,-0.005151687,-0.15011564,-0.133396434,0.003919548,-0.129476886
0.05215963,0.031658843,-0.14539823,-0.088071342,-0.017862117,-0.105933459
0.054913472,-0.008070329,-0.14439407,-0.115576348,0.001899842,-0.113676506
0.059967175,0.024656342,-0.14813702,-0.156001337,0.004384266,-0.151617071
0.028700136,0.037679773,-0.14292379,-0.229074006,0.002206431,-0.226867575
0.045073871,0.023231015,-0.13948873,-0.531967747,0.019993595,-0.511974152
0.033244066,0.034439456,-0.14366601,-0.347311627,-0.003123017,-0.350434645
0.068316497,0.0013795,-0.14982249,-0.159787214,-0.00478655,-0.164573764
0.067357078,0.008709758,-0.15256469,-0.160739148,0.00348249,-0.157256658
0.069498211,0.012186325,-0.14802204,-0.144554855,-0.020930813,-0.165485667
0.058129355,0.021068931,-0.1415457,-0.234106628,0.006581115,-0.227525513
0.034962337,0.020756328,-0.1365051,-0.627253672,0.004722127,-0.622531545
0.067614704,0.013818823,-0.14015548,-0.125689742,0.014131679,-0.111558063
0.023199817,0.023325153,-0.13179274,-0.326949379,0.027966802,-0.298982578
0.052134752,0.01124493,-0.14809453,-0.325003897,-0.012310705,-0.337314602
0.046469864,0.021662358,-0.14827642,-0.287725746,0.005111633,-0.282614113
0.048132587,0.016924059,-0.14798699,-0.342440925,-0.004402555,-0.346843481
0.055556651,0.002769931,-0.14949352,-0.248262879,0.00215788,-0.246104999
0.061473239,0.017433429,-0.14748818,-0.207553312,-0.007514444,-0.215067755
0.038639445,0.036284953,-0.1362378,-0.269752393,-0.003541867,-0.27329426
0.050042327,0.023958476,-0.14605264,-0.267084049,-0.011784089,-0.278868138
0.040399048,0.018169828,-0.144209,-0.481557859,-0.002017455,-0.483575313
0.044422891,0.012856158,-0.14670856,-0.353740237,0.006112429,-0.347627809
0.067637876,0.018974328,-0.15178467,-0.120756375,0.009361352,-0.111395023
0.058400005,0.004054099,-0.14046805,-0.257371512,0.004252519,-0.253118993
0.076836266,0.011879006,-0.14907272,-0.10559301,-0.018491145,-0.124084155
0.073498413,-0.002965744,-0.14414342,-0.12034818,0.003455211,-0.116892968
0.059573475,0.000732863,-0.14607313,-0.225352426,-0.011158078,-0.236510504
0.054289583,-0.006495703,-0.13343382,-0.113173169,0.010718061,-0.102455108
0.032379713,0.029637007,-0.12706278,-0.46139147,0.002666222,-0.458725248
0.072934434,-0.002296658,-0.13913044,-0.123344211,0.01313122,-0.110212991
0.07360258,-0.003605147,-0.16277617,-0.095994893,0.000407693,-0.0955872
0.05828118,-0.009336179,-0.1535541,-0.096230866,0.004993387,-0.091237479
0.037653454,0.027300399,-0.14579029,-0.459929873,-0.017060076,-0.476989949
0.035914153,0.018012794,-0.1340867,-0.376556241,0.011468257,-0.365087985
0.036027223,0.035424944,-0.12681049,-0.265621252,-0.001367222,-0.266988474
0.067476243,-0.003137215,-0.13770007,-0.13629137,0.011054159,-0.125237212
0.048350804,-0.006001335,-0.14603963,-0.141955936,0.015908252,-0.126047684
0.033303045,0.033155974,-0.13344617,-0.471282689,3.34E-05,-0.471249268
0.07122267,0.008862941,-0.15536864,-0.12072926,-0.007067895,-0.127797155
0.048793346,0.021873493,-0.13289024,-0.292171919,-0.01417699,-0.306348909
0.041954882,0.025268018,-0.15176494,-0.141169278,0.001224225,-0.139945053
0.061211992,-0.008471098,-0.1415609,-0.119260139,0.025812725,-0.093447414
0.043256443,0.026322573,-0.15213366,-0.120942252,-0.003585558,-0.12452781
0.047038935,-0.002234062,-0.14154743,-0.1986436,-0.012061074,-0.210704674
0.073655322,-0.012057183,-0.14835875,-0.086482025,0.005404829,-0.081077196
0.036564358,0.029589381,-0.13063198,-0.607166097,-0.018340001,-0.625506098
0.047041271,0.006786639,-0.13034362,-0.15162045,-0.004139616,-0.155760066
0.030238908,0.029092472,-0.13532649,-0.522756946,-0.008629801,-0.531386747
0.029170912,0.022248304,-0.14581007,-0.416409269,0.004635561,-0.411773708
0.059641551,-0.006494155,-0.14569315,-0.142910856,0.007101168,-0.135809688
0.083320111,-0.01086982,-0.15668425,-0.075469732,-0.023232582,-0.098702315
0.058509864,0.001845966,-0.1519872,-0.208688246,-0.0158431,-0.224531346
0.034968007,0.025007414,-0.15283041,-0.200590618,-0.025795235,-0.226385853
0.051865604,0.022840701,-0.13892975,-0.304984006,0.003403909,-0.301580097
0.053404912,-0.001270501,-0.15346868,-0.158919244,0.000883658,-0.158035585
0.075603724,-0.00798845,-0.14905263,-0.10379033,-0.008886613,-0.112676944
0.045925222,0.027828414,-0.13522615,-0.396948839,-0.018376654,-0.415325494
0.050027385,0.016987674,-0.15160595,-0.212835223,0.012801635,-0.200033589
0.046138234,0.03092877,-0.13584246,-0.236306078,0.010742581,-0.225563498
0.048128374,0.009991033,-0.13923764,-0.351397353,-0.010856075,-0.362253428
0.078294285,-0.004498681,-0.15944844,-0.094533687,-0.019538275,-0.114071962
0.047013711,0.031752549,-0.14062814,-0.170677609,-0.004821204,-0.175498814
0.051630177,0.012985094,-0.12967722,-0.152465665,-0.009605889,-0.162071554
0.039817203,0.031288393,-0.14393419,-0.321970809,-0.000690862,-0.322661671
0.037493277,0.013502907,-0.15311462,-0.161621518,-0.006865126,-0.168486644
0.020167649,0.027613183,-0.14398825,-0.187845058,0.009439353,-0.178405704
0.045319565,0.016372085,-0.14540076,-0.410387725,-0.022561583,-0.432949309
0.041452784,0.026759882,-0.13953593,-0.61178228,0.004862826,-0.606919454
0.069189698,0.00113184,-0.14605632,-0.157010536,-0.012371173,-0.169381709
0.070116699,-0.005750404,-0.16637211,-0.071152733,-0.034053261,-0.105205994
0.028165072,0.021549575,-0.14524695,-0.364551252,-0.00393285,-0.368484102
0.037115064,0.022334736,-0.14774707,-0.403770634,-0.010771606,-0.414542241
0.050337519,0.016044442,-0.14070007,-0.383322835,0.011644434,-0.371678401
0.063780315,0.01614883,-0.14602631,-0.199877477,0.000390288,-0.199487189
0.037567563,0.018261222,-0.13745245,-0.538155809,0.014984183,-0.523171627
0.032415032,0.02461271,-0.13206084,-0.52168279,0.001285843,-0.520396947
0.062540874,0.001007518,-0.15280463,-0.180868768,-0.005572715,-0.186441482
0.058469802,0.005732644,-0.15423343,-0.188918142,0.00345239,-0.185465752
0.03628533,0.031462651,-0.14011361,-0.560791038,-0.013171104,-0.573962142
0.063671134,0.00770304,-0.13652839,-0.153625641,0.026702403,-0.126923239
0.051552907,0.020026293,-0.15278345,-0.130000541,-0.002323547,-0.132324089
0.063445255,-0.007056607,-0.15273201,-0.120857726,-0.002930665,-0.123788391
0.047782164,0.00898438,-0.15523104,-0.156021979,0.002310519,-0.153711461
0.072074763,0.019484824,-0.14602388,-0.114013976,0.001848156,-0.112165819
0.061802994,-0.006588331,-0.14188427,-0.138586929,-0.003242759,-0.141829688
0.071804665,-0.005579938,-0.15808627,-0.108546094,-0.00048074,-0.109026834
0.062712885,0.028129343,-0.1376434,-0.09646002,0.012502701,-0.083957318
0.068294622,-0.009093,-0.14866661,-0.109141931,-0.024811527,-0.133953458
0.034129545,0.022177629,-0.15170315,-0.21081784,-0.000634236,-0.211452076
0.03413967,0.017588416,-0.14117767,-0.462098003,0.00338911,-0.458708893
0.068003707,0.013020216,-0.15468065,-0.141294307,-0.014091038,-0.155385345
0.06405095,-0.003059412,-0.14452671,-0.164499729,-0.004239488,-0.168739217
0.065488353,0.004541158,-0.14675936,-0.193714025,-0.004777855,-0.198491879
0.05775661,0.018991968,-0.13613549,-0.17199322,-0.01133843,-0.18333165
0.038782332,0.022723831,-0.12583299,-0.262343656,-0.008831827,-0.271175483
0.0672433,-0.004118548,-0.13551503,-0.127560728,0.013902638,-0.11365809
0.061476238,-0.001801808,-0.13619855,-0.150574448,-0.011114462,-0.16168891
0.080733187,-0.002045777,-0.15957893,-0.0875354,-0.008118448,-0.095653848
0.05951862,0.010256797,-0.13490227,-0.186646146,-0.002362519,-0.189008665
0.080056421,-0.011353879,-0.15986462,-0.074053316,-0.008159966,-0.082213282
0.052531481,-0.010107338,-0.14610216,-0.091603386,0.010382436,-0.08122095
0.051439982,-0.010786171,-0.14701225,-0.090009554,0.001214619,-0.088794936
0.07158798,-0.009244382,-0.14218031,-0.112105781,0.002357333,-0.109748449
0.038203739,0.014497399,-0.15283158,-0.181387446,-0.003075231,-0.184462677
0.050347254,-0.008742807,-0.14073919,-0.096072626,-0.024266864,-0.12033949
0.076273464,-0.012142772,-0.16434821,-0.06001879,-0.019168745,-0.079187534
0.040920358,0.017805718,-0.13612998,-0.491893529,0.006278611,-0.485614919
0.049074981,0.03082707,-0.14219449,-0.14664796,-0.001303831,-0.147951792
0.063997202,0.026264077,-0.13534401,-0.095254914,-0.011897344,-0.107152258
0.048435647,0.012358748,-0.14368956,-0.379858663,0.003075502,-0.376783161
0.058901586,0.013787559,-0.145211,-0.280636723,0.002840984,-0.277795739
0.022384576,0.024646051,-0.13360769,-0.374457347,0.006406908,-0.36805044
0.053026285,0.023247536,-0.13934079,-0.271071398,0.013180317,-0.257891081
0.051519766,-0.006716451,-0.1587829,-0.106416639,0.001292813,-0.105123826
0.055610642,-0.001400567,-0.14874196,-0.211263629,6.85E-05,-0.211195112
0.060717959,0.003993405,-0.15818249,-0.139733028,8.99E-05,-0.139643101
0.042038754,0.02392387,-0.1391739,-0.628096222,-0.00324355,-0.631339772
0.053941451,-0.008023806,-0.15952547,-0.094151615,0.000354665,-0.09379695
0.069167323,0.009144564,-0.13897653,-0.142049002,-0.016050397,-0.158099399
0.052445687,0.012648231,-0.14694263,-0.337900876,0.007292179,-0.330608697
0.031935401,0.03660474,-0.14193748,-0.307123959,0.010689861,-0.296434098
0.032493141,0.033433627,-0.1339595,-0.455024876,-0.002599619,-0.457624495
0.043744288,0.027539091,-0.14995982,-0.142255767,0.00877235,-0.133483417
0.067517884,0.002425655,-0.13558806,-0.143821196,-0.013957457,-0.157778653
0.057153407,0.025396246,-0.14003131,-0.17317447,0.022046014,-0.151128456
0.041473247,0.028374972,-0.13157812,-0.557534281,-0.032325872,-0.589860154
0.038382336,0.030129815,-0.1231042,-0.190356752,-0.00584566,-0.196202412
0.046495836,-0.005215421,-0.14841652,-0.145905833,0.01377139,-0.132134443
0.027005469,0.024669455,-0.13251588,-0.422074412,0.016368088,-0.405706324
0.071235038,-0.008259305,-0.15869677,-0.097302555,0.007350921,-0.089951634
0.041942369,0.029425763,-0.13966928,-0.518144367,0.022681305,-0.495463062
0.08461637,-0.01430585,-0.15834092,-0.054158174,-0.027487479,-0.081645654
0.049449902,0.011930922,-0.14613204,-0.361307873,-0.004105642,-0.365413515
0.046746671,0.004148322,-0.14662233,-0.267137741,-0.005803421,-0.272941162
0.078747697,-0.005644511,-0.15154469,-0.101007981,-0.008550243,-0.109558224
0.060358897,-0.001376639,-0.13921766,-0.180228763,-0.013123236,-0.193351999
0.071441285,0.000355992,-0.14566363,-0.142084861,-0.007044725,-0.149129586
0.051258896,-0.009428115,-0.14694239,-0.100999593,0.009271846,-0.091727747
0.061489917,-0.014756944,-0.1590586,-0.068503637,-0.009814143,-0.07831778
0.069229245,0.012723483,-0.13973403,-0.118990128,-7.53E-06,-0.118997659
0.063949198,0.011484819,-0.14520274,-0.207139605,0.010112513,-0.197027092
0.073056981,-0.006846095,-0.14799538,-0.117716859,0.020353414,-0.097363446
0.057778817,-0.011349007,-0.15308435,-0.079743908,-0.010598759,-0.090342668
0.061725106,-0.013964431,-0.15663433,-0.072194742,-0.007184809,-0.079379552
0.052196577,0.018782778,-0.14463538,-0.335605335,-0.009965382,-0.345570717
0.064876273,-0.002540232,-0.15686756,-0.121560699,-0.010841437,-0.132402136
0.057930913,-0.011847487,-0.1475205,-0.079465286,-0.001105943,-0.080571229
0.071823761,0.009874488,-0.14304009,-0.136091608,0.00153815,-0.134553458
0.07666935,-0.006610247,-0.14630453,-0.105941701,0.002994833,-0.102946868
0.05317032,0.010988603,-0.13569997,-0.28225073,-0.001538632,-0.283789362
0.025167016,0.023397172,-0.13533111,-0.379567179,0.005675048,-0.373892131
0.068017729,-0.011559234,-0.15972655,-0.08377885,-0.008089419,-0.091868269
0.053136427,0.019134916,-0.14705621,-0.283789111,-0.006450841,-0.290239952
0.039653681,0.008894452,-0.15039636,-0.182891713,0.006585019,-0.176306694
0.076012783,0.007468929,-0.14505567,-0.126468845,-0.007554545,-0.13402339
0.051746171,-0.012494938,-0.14279222,-0.069667563,-0.006647365,-0.076314927
0.0589603,-0.007209088,-0.14548182,-0.132545264,0.00034915,-0.132196114
0.052506223,0.00520378,-0.14072253,-0.312729271,-0.016566566,-0.329295838
0.054163028,-0.005050127,-0.13443646,-0.129551772,0.001092952,-0.12845882
0.052138336,0.015653871,-0.13036717,-0.152053486,0.002032036,-0.150021451
0.066276975,0.007135297,-0.15079647,-0.183968041,-0.006441269,-0.19040931
0.056711171,-0.010176045,-0.14162309,-0.096111254,-0.009289105,-0.105400358
0.020849852,0.027519634,-0.13845791,-0.291438747,-0.008374672,-0.299813419
0.051744658,0.026973683,-0.13502909,-0.188822739,0.000824488,-0.187998251
0.057835683,0.023168525,-0.14673771,-0.195402488,-0.002640449,-0.198042937
0.056504738,0.028577426,-0.13359377,-0.089999725,0.001303887,-0.088695838
0.037315954,0.017481783,-0.13625859,-0.454209206,0.008739102,-0.445470104
0.031861726,0.025803253,-0.1298729,-0.478202661,0.010621628,-0.467581033
0.035625566,0.018255431,-0.14181034,-0.525287329,0.011608343,-0.513678986
0.080821261,-0.011281071,-0.16152434,-0.072628241,-0.017318131,-0.089946372
0.061573256,-0.008819394,-0.14397211,-0.116666941,0.013645441,-0.1030215
0.038501933,0.009506161,-0.14527357,-0.202640034,0.001972947,-0.200667087
0.066954523,0.009396127,-0.15261136,-0.162458958,-0.018284529,-0.180743487
0.062946469,-0.002511857,-0.13553439,-0.138915622,0.004530317,-0.134385305
0.081415907,-0.004668566,-0.16005304,-0.083157473,-0.005055135,-0.088212608
0.050598625,-0.003868602,-0.15536171,-0.132563954,0.002993605,-0.129570349
0.033570193,0.021999778,-0.13087051,-0.459562824,-0.009184926,-0.46874775
0.060793199,0.011868143,-0.14414161,-0.255801092,0.006463272,-0.24933782
0.045884322,0.000946416,-0.14906573,-0.184200457,-0.00869498,-0.192895437
0.06509468,0.007539192,-0.15335707,-0.178417231,0.009547424,-0.168869807
0.046677608,0.031161698,-0.14004247,-0.212006845,-0.024914856,-0.236921701
0.046418276,0.012630301,-0.15199187,-0.247930465,-0.016120494,-0.264050959
