x,y,z,us_x,us_y,us_z,us_mag_1,r_x,r_y,r_z
0.019529343,0.027279519,0.023775505,0.002116215,-0.082683466,0.005991525,-0.082927271,-0.025518931,0.997060013,-0.07225036
0.020992488,0.027578447,0.023330383,-0.005333636,0.128785294,-0.008745604,0.129192048,-0.041284551,0.996851557,-0.067694597
0.017727822,0.026424954,0.023862619,0.000914694,-0.147032401,0.010693818,-0.147423612,-0.006204531,0.997346348,-0.072538029
0.017809302,0.027437113,0.023594961,0.00287884,-0.401860219,0.028390203,-0.402872098,-0.007145792,0.997488338,-0.07046952
0.01771435,0.027802611,0.023250956,0.002634669,-0.427138254,0.028710573,-0.428110181,-0.006154184,0.997729728,-0.067063514
0.018959621,0.027920362,0.023767093,0.007173156,-0.365597573,0.026642535,-0.366637238,-0.019564724,0.997164323,-0.072667291
0.019667381,0.027616778,0.024064036,-0.001942701,0.071495132,-0.005421568,0.071726714,-0.027084767,0.99677134,-0.07558645
0.019850925,0.027200561,0.024283813,-0.002475071,0.085295366,-0.006640043,0.085589226,-0.028918025,0.996566624,-0.077580358
0.017825732,0.027337264,0.024058329,0.00127652,-0.174093426,0.013151478,-0.174594135,-0.007311356,0.997132156,-0.075326004
0.018210409,0.027679449,0.024040993,0.004050051,-0.352125691,0.026632789,-0.353154656,-0.011468209,0.997086363,-0.075413954
0.017928788,0.027556479,0.024084292,0.001665296,-0.196891452,0.014963739,-0.197466277,-0.008433319,0.997088996,-0.075778708
0.018718675,0.02759284,0.02430455,-0.000871187,0.05136997,-0.004027368,0.051534964,-0.01690477,0.996798414,-0.078148267
0.017681152,0.027867047,0.022680404,0.002669977,-0.45921136,0.028060814,-0.460075658,-0.005803344,0.9981214,-0.060991739
0.02073014,0.028647682,0.022189183,0.001967467,-0.050393598,0.002836165,-0.050511677,-0.038950739,0.997662349,-0.056148703
0.01825767,0.027871605,0.021448491,0.005749521,-0.477711693,0.022842464,-0.478292062,-0.012020941,0.99878658,-0.0477584
0.017048778,0.027353967,0.021273904,-0.000481443,-0.47973687,0.021913124,-0.480237317,0.00100251,0.998957916,-0.045629781
0.016521128,0.027209397,0.021159995,-0.003159615,-0.474753029,0.021072483,-0.475230966,0.006648588,0.998994305,-0.044341561
0.017692681,0.027519928,0.022136048,0.00272962,-0.461356792,0.025386978,-0.462062808,-0.005907465,0.998472033,-0.054942699
0.017181737,0.027878143,0.021556092,0.000214395,-0.503771584,0.024675216,-0.504375575,-0.00042507,0.998802497,-0.048922305
0.017491629,0.027720315,0.022226835,0.001778652,-0.472626394,0.026525505,-0.473373504,-0.003757397,0.998421732,-0.056035043
0.016924324,0.027985208,0.021973245,-0.001179469,-0.500839151,0.026817175,-0.50155798,0.00235161,0.998566808,-0.053467746
0.012672058,0.027161242,0.015732694,-0.002984139,-0.062338671,-0.00085748,-0.062415945,0.047810527,0.998761942,0.013738162
0.014974004,0.027925048,0.011252382,0.002105046,0.089917811,0.005596656,0.090116405,0.023359189,0.997796246,0.062104746
0.014612325,0.026634006,0.01611134,-0.002528664,-0.093861925,-0.000905391,-0.093900345,0.026929228,0.99959084,0.009642036
0.015340856,0.02601607,0.01398409,-0.000994783,-0.052200016,-0.001674927,-0.052236353,0.019043889,0.99930436,0.032064394
0.013738553,0.026221449,0.017393459,-0.00514299,-0.14252028,0.000568519,-0.142614178,0.03606226,0.999341594,-0.003986415
0.014430996,0.02455477,0.015081415,-0.004611329,-0.163257473,-0.003292342,-0.163355766,0.028228746,0.999398287,0.020154429
0.015195858,0.024862003,0.01498714,-0.003155177,-0.155101219,-0.003290722,-0.155168206,0.020333914,0.999568295,0.021207447
0.015552109,0.024955308,0.015160937,-0.002711431,-0.162989102,-0.00316511,-0.163042378,0.016630224,0.999673236,0.019412807
0.01510333,0.024934383,0.017068431,-0.00834948,-0.391519062,0.000209788,-0.391608138,0.021321008,0.999772538,-0.00053571
0.015522993,0.025326315,0.017288305,-0.007308232,-0.429737719,0.001223547,-0.429801599,0.017003733,0.999851373,-0.002846772
0.0157678,0.028898591,0.012313711,0.000757682,0.050519137,0.002592761,0.050591301,0.014976532,0.998573597,0.051249149
0.015911833,0.02838986,0.011634057,0.001026084,0.076847642,0.004488992,0.076985479,0.013328277,0.998209572,0.058309587
0.016328998,0.028278362,0.012720064,0.000457583,0.051911175,0.002417671,0.051969458,0.008804845,0.998878507,0.046520991
0.022694884,0.022212356,0.022205057,-0.002822765,0.049989121,-0.002637349,0.050138168,-0.05629972,0.997027287,-0.052601617
0.022692356,0.022201946,0.021122824,0.008333153,-0.147656965,0.006164405,-0.148020338,-0.056297354,0.99754511,-0.041645664
0.023131367,0.021728518,0.022325831,-0.006772381,0.111740309,-0.006002951,0.112106187,-0.060410416,0.996736324,-0.053547006
0.021887306,0.021008387,0.021740899,0.007056338,-0.148021127,0.007024652,-0.148355625,-0.047563668,0.997745291,-0.047350088
0.022603989,0.020310786,0.02178029,0.004124237,-0.07568867,0.00359671,-0.075886234,-0.054347627,0.997396585,-0.047396078
0.022148723,0.019585969,0.021919785,0.004020844,-0.081083614,0.003937447,-0.081278676,-0.049469847,0.997600087,-0.048443795
0.022103375,0.018760148,0.022171985,0.00353826,-0.072593117,0.003676415,-0.07277222,-0.048621032,0.99753886,-0.050519488
0.020591358,0.020098519,0.02269657,0.003076344,-0.089591623,0.005065643,-0.089787436,-0.034262523,0.997819157,-0.056418171
0.019660218,0.020306429,0.021967232,0.005777764,-0.230012445,0.011358637,-0.230365201,-0.025080888,0.998468708,-0.049307085
0.020192038,0.018916285,0.022127189,0.002804905,-0.093469576,0.004699758,-0.09362968,-0.029957429,0.998290036,-0.050195175
0.022434004,0.019178648,0.018797953,0.006675419,-0.127871884,0.002246398,-0.128065711,-0.052124949,0.998486507,-0.017540977
0.021485489,0.019265954,0.019150138,0.006146569,-0.14333159,0.003018577,-0.143495076,-0.042834703,0.998860686,-0.021036102
0.021904936,0.021096928,0.019204902,0.009260351,-0.193363572,0.004253713,-0.193631917,-0.047824505,0.998614151,-0.021968037
0.022521542,0.020634228,0.020168683,0.008482427,-0.157546812,0.004969515,-0.157853241,-0.053736159,0.998058774,-0.031481869
0.022423029,0.020533735,0.018933501,0.0084886,-0.160764211,0.003080391,-0.161017628,-0.052718451,0.998426151,-0.019130772
0.021438796,0.019621562,0.018665887,0.006481371,-0.152244908,0.002487085,-0.152403102,-0.042527814,0.998961997,-0.016319125
0.019303611,0.019854391,0.020830402,0.004375081,-0.20382436,0.007718958,-0.204017385,-0.021444649,0.99905388,-0.037834803
0.019891078,0.01985337,0.019387234,0.005303231,-0.194264093,0.004572518,-0.194390252,-0.027281364,0.999351002,-0.023522365
0.020224076,0.019507252,0.019807585,0.005244158,-0.171931968,0.004748307,-0.172077451,-0.030475567,0.999154548,-0.027594013
0.019704705,0.017849134,0.02031013,0.002637605,-0.105709306,0.003389569,-0.105796519,-0.024930922,0.99917565,-0.032038566
0.020370664,0.018968001,0.017952954,0.004484396,-0.141096141,0.00129982,-0.141173369,-0.03176517,0.999452951,-0.009207259
0.021417581,0.027206138,0.02423539,-0.003790354,0.082751477,-0.006399461,0.083085058,-0.045620165,0.995985068,-0.077023012
0.02221095,0.027750339,0.023383396,-0.002933557,0.053706061,-0.003684531,0.053912174,-0.054413623,0.996176874,-0.068343205
0.022478087,0.026659722,0.022703748,-0.004014937,0.0706441,-0.004278869,0.070887357,-0.056638267,0.996568409,-0.060361522
0.022320787,0.028145395,0.022325022,-0.003963976,0.070728808,-0.004062978,0.07095622,-0.055865093,0.996795036,-0.057260348
0.02202324,0.026099736,0.022254372,-0.003293933,0.063736705,-0.003534338,0.063919552,-0.051532476,0.997139423,-0.055293538
0.022378918,0.025820656,0.022956528,-0.007694789,0.139189216,-0.008727365,0.139674674,-0.055090796,0.996524367,-0.062483516
0.022748133,0.025835613,0.022984944,-0.00556928,0.09409144,-0.005928832,0.094442401,-0.058970127,0.996283867,-0.062777222
0.02407187,0.025035633,0.020914026,-0.016749494,0.230855147,-0.009419035,0.23165354,-0.072304072,0.996553503,-0.040660011
0.023881566,0.024180045,0.021566667,-0.017405478,0.248880382,-0.011749892,0.2497648,-0.069687472,0.996458998,-0.047043826
0.022072792,0.025397543,0.023225749,-0.009381955,0.181049968,-0.011813898,0.181677406,-0.051640737,0.996546412,-0.065026785
0.021480683,0.027077762,0.022829145,-0.006806339,0.146636882,-0.009118159,0.147077674,-0.046277171,0.997002998,-0.061995535
0.022805154,0.02370848,0.023221193,-0.017518269,0.299566477,-0.019192305,0.300691384,-0.058259964,0.996258931,-0.063827252
0.022124711,0.023397135,0.023118256,-0.009955028,0.194103971,-0.012190119,0.19474099,-0.051119327,0.996728891,-0.062596577
0.022647418,0.024109103,0.021633895,0.00352008,-0.061662747,0.002952005,-0.061833645,-0.056928236,0.997236163,-0.047741084
0.022571879,0.025072411,0.023834648,-0.008606951,0.151342202,-0.010806996,0.151971487,-0.056635301,0.99585919,-0.071111999
0.023164351,0.023508906,0.023503996,-0.010890647,0.175485318,-0.011731121,0.176213853,-0.061803583,0.995865616,-0.066573204
0.015724067,0.019189674,0.021377487,-0.002255374,-0.161181739,0.006934035,-0.161346585,0.013978443,0.99897831,-0.042976028
0.015922397,0.017352933,0.022067927,-0.000681402,-0.057639824,0.002821187,-0.057712847,0.011806762,0.998734717,-0.048883176
0.015550236,0.018086135,0.021951197,-0.001053324,-0.067787473,0.003264378,-0.067874201,0.015518773,0.998722225,-0.048094537
0.017578805,0.018730514,0.021946034,0.000516305,-0.120427317,0.005829903,-0.120569453,-0.004282221,0.998821127,-0.048353069
0.016806183,0.019019608,0.022855872,-0.00026892,-0.081227869,0.004671391,-0.081362528,0.003305203,0.998344955,-0.05741452
0.018297529,0.020638891,0.024654426,-0.002319907,0.200628564,-0.015336918,0.201227294,-0.011528788,0.99702461,-0.076216888
0.018402366,0.01927093,0.025097488,-0.001461264,0.11744429,-0.009370488,0.117826579,-0.012401819,0.996755499,-0.079527793
0.018129779,0.019254152,0.025363753,-0.001050389,0.107743397,-0.00887829,0.108113676,-0.009715595,0.996575095,-0.082119953
0.019932302,0.016937556,0.022452042,0.001346864,-0.050015964,0.002623652,-0.050102837,-0.026881999,0.998266111,-0.052365345
0.019188294,0.01886213,0.022824021,0.001459584,-0.072538881,0.004142507,-0.072671727,-0.020084621,0.998171962,-0.057003001
0.018485464,0.018418387,0.024751246,-0.000665451,0.050596912,-0.003831718,0.050746156,-0.01311332,0.997059001,-0.07550755
0.018643362,0.020021265,0.0226795,0.002747664,-0.184005953,0.010364727,-0.184318117,-0.014907183,0.998306389,-0.056232817
0.017829392,0.020818219,0.023676245,0.000352788,-0.051204615,0.003419094,-0.051319853,-0.006874301,0.997754524,-0.066623217
0.01510796,0.019430459,0.021895457,-0.002264185,-0.112538294,0.005429416,-0.112691938,0.020091813,0.998636609,-0.048179275
0.015158763,0.019731747,0.021267923,-0.003836159,-0.194971982,0.008220895,-0.195182921,0.019654174,0.998919271,-0.042118926
0.017506495,0.02059532,0.022725245,0.000996383,-0.273446184,0.015616352,-0.273893554,-0.003637846,0.998366629,-0.057016135
0.014735582,0.019319508,0.023185685,0.001637611,0.068876901,-0.004197241,0.069024098,0.0237252,0.997867456,-0.060808346
0.015048798,0.019716574,0.023478882,0.002336152,0.112514615,-0.007210631,0.11276963,0.020716143,0.997738622,-0.063941247
0.014408217,0.019562604,0.022949521,0.002466973,0.09111642,-0.005352755,0.091306845,0.027018489,0.997914451,-0.058623805
0.016546046,0.019828267,0.02480161,0.001063584,0.179655454,-0.01388565,0.180194408,0.005902425,0.997009042,-0.077059271
0.01619258,0.020928057,0.024573609,0.002328474,0.244234691,-0.018526413,0.244947411,0.009506018,0.997090315,-0.075634247
0.017407754,0.021254489,0.024630884,-0.000587559,0.219769752,-0.016852206,0.220415712,-0.002665684,0.997069357,-0.076456466
0.017027596,0.021254564,0.025042776,0.000349351,0.302405329,-0.024443308,0.303391794,0.001151486,0.996748546,-0.080566807
0.017615754,0.020693187,0.025173416,-0.001251109,0.263858748,-0.021552914,0.264740499,-0.004725793,0.996669373,-0.081411474
0.011236627,0.026598413,0.014941443,-0.00329503,-0.052416643,-0.001158155,-0.052532875,0.062723209,0.997787433,0.022046283
0.012169227,0.026675867,0.014915831,-0.003432992,-0.06479909,-0.001450609,-0.064906176,0.052891606,0.998350132,0.022349316
0.012238606,0.026315516,0.015376393,-0.004666214,-0.089665685,-0.001561345,-0.089800592,0.051961952,0.998497699,0.017386798
0.011766152,0.025626587,0.014537673,-0.003222992,-0.056903186,-0.001486472,-0.057013769,0.056530055,0.998060417,0.026072161
0.012783765,0.025377374,0.014356113,-0.004462395,-0.097434975,-0.002724498,-0.097575152,0.045732903,0.998563398,0.02792205
0.011096641,0.024842208,0.015634943,-0.003257019,-0.051558393,-0.000744673,-0.051666533,0.063039232,0.997906969,0.014413056
0.011829066,0.025066914,0.016790716,-0.007222011,-0.129778007,-0.000307848,-0.129979165,0.055562837,0.998452383,0.002368443
0.011131573,0.023494201,0.01571038,0.00340775,0.055022211,0.000740895,0.055132616,0.061810053,0.997997458,0.01343841
0.013566668,0.026168177,0.012934732,0.001901874,0.050198703,0.00217146,0.050281629,0.037824436,0.998350783,0.043185946
0.012829851,0.025016921,0.012183965,0.006252331,0.138499195,0.007007384,0.138817225,0.045040026,0.997708998,0.050479213
0.011439125,0.023111153,0.016271543,0.005696447,0.097318504,0.000744777,0.097487924,0.058432334,0.998262139,0.007639688
0.013748683,0.02815916,0.020160442,-0.015224272,-0.414454871,0.014101053,-0.414974045,0.036687288,0.998748899,-0.033980565
0.012871088,0.028184088,0.020949645,0.002342586,0.050655989,-0.002156786,0.050755972,0.046153905,0.99803013,-0.042493253
0.013719635,0.027718158,0.020656748,-0.014218423,-0.385619284,0.015119398,-0.38617741,0.036818371,0.998554742,-0.03915143
0.013937785,0.027831875,0.020795809,-0.015013009,-0.43435496,0.017702614,-0.434974717,0.034514671,0.998575189,-0.040698029
0.013965447,0.027564365,0.020956099,-0.014326112,-0.419297112,0.017762581,-0.419917629,0.034116482,0.998522289,-0.042300156
0.013365531,0.027988553,0.021198759,0.002548947,0.062466209,-0.00282214,0.062581858,0.040729805,0.998152046,-0.045095181
0.0143947,0.027327225,0.021254694,-0.012929771,-0.438666225,0.019940977,-0.439309547,0.029432028,0.998535606,-0.04539163
0.014536027,0.027578203,0.02133113,-0.012675869,-0.452151363,0.02098123,-0.452815354,0.027993462,0.998533639,-0.046335067
0.014386557,0.027439887,0.021530781,-0.012890058,-0.435499655,0.02111239,-0.4362016,0.029550689,0.998390778,-0.048400532
0.014770671,0.028033985,0.020875925,-0.012514665,-0.488162097,0.020361807,-0.488746819,0.02560562,0.99880363,-0.041661257
0.01541968,0.027297482,0.021613509,-0.008545012,-0.462549927,0.022799872,-0.463190335,0.018448166,0.998617398,-0.04922355
0.015522937,0.027899403,0.021203747,-0.008827833,-0.50504815,0.022822638,-0.505640621,0.017458709,0.998828277,-0.045136085
0.015470057,0.027633615,0.02187445,-0.008555537,-0.475351594,0.024850684,-0.476077611,0.017970887,0.998475003,-0.052198808
0.014916148,0.02795947,0.021452433,-0.011880786,-0.494119034,0.023670465,-0.494828317,0.024009914,0.998566607,-0.047835712
0.015548672,0.026428893,0.022850392,-0.005768814,-0.340691835,0.02111572,-0.341394316,0.016897805,0.997942317,-0.06185141
0.014834276,0.02735178,0.022564093,-0.006358372,-0.256736776,0.015281128,-0.25726973,0.024714809,0.997928424,-0.059397303
0.014849991,0.028004985,0.021635991,-0.012265153,-0.495139413,0.024713151,-0.495907463,0.024732745,0.998451223,-0.049834198
0.016807351,0.027131932,0.022821525,-0.00155392,-0.433366829,0.026927846,-0.434205403,0.003578766,0.998068716,-0.062016377
0.016737087,0.027499879,0.022577466,-0.001989787,-0.456893373,0.027303523,-0.457712787,0.004347238,0.998209763,-0.059652087
0.016168864,0.026992284,0.023633152,-0.000934741,-0.089833521,0.006352961,-0.09006273,0.010378777,0.997455006,-0.070539295
0.016473943,0.027791491,0.022278002,-0.003502864,-0.486119781,0.027571905,-0.48691367,0.007194015,0.99836955,-0.05662586
0.015013957,0.027444655,0.023261506,0.00115795,0.050652112,-0.003397288,0.050779118,0.022803662,0.997498847,-0.066903241
0.017054237,0.027185876,0.023431255,-0.000386531,-0.409775136,0.028152915,-0.410741278,0.000941057,0.997647807,-0.068541724
0.016503478,0.027884847,0.02252599,-0.003363533,-0.48787322,0.029004946,-0.488746231,0.006881962,0.998213773,-0.059345615
0.017217424,0.027185617,0.023703491,0.000296655,-0.368663037,0.026403333,-0.369607439,-0.000802623,0.997444852,-0.071436152
0.016682608,0.027771691,0.023092777,-0.002207039,-0.445414371,0.029169607,-0.446373945,0.004944372,0.997850291,-0.065347916
0.016564088,0.027534068,0.023644364,-0.002262246,-0.363902327,0.025928681,-0.364831904,0.00620079,0.997452042,-0.071070212
0.016456435,0.027798407,0.023452627,-0.003193862,-0.431890432,0.0299678,-0.43294066,0.007377135,0.997574199,-0.069219185
0.017323161,0.02774198,0.023898162,0.000812022,-0.416661292,0.030893853,-0.417805843,-0.001943539,0.997260569,-0.073943086
0.016213451,0.025963293,0.023295661,-0.002186699,-0.222663613,0.014780773,-0.223164373,0.009798604,0.997756093,-0.066232672
0.016682424,0.026529999,0.024439907,0.00040901,0.08361575,-0.00660169,0.083876953,0.004876305,0.996885879,-0.078706836
0.015567471,0.026857624,0.02464341,0.001444697,0.085945381,-0.006996037,0.086241754,0.01675171,0.996563459,-0.081121225
0.015660584,0.027042864,0.023780812,0.001013148,0.063933358,-0.004624732,0.064108415,0.015803663,0.99726936,-0.072139228
0.013412284,0.027491378,0.022013534,0.002972473,0.074154687,-0.003981609,0.074320969,0.039995076,0.997762652,-0.053573163
0.015939871,0.026686775,0.021204166,-0.005825437,-0.454715303,0.020284697,-0.455204801,0.012797398,0.998924663,-0.044561693
0.020161206,0.026738323,0.025151106,-0.002285508,0.071017441,-0.006157895,0.071320545,-0.032045574,0.995750116,-0.086341107
0.02035882,0.025868261,0.024999194,-0.004959782,0.145988218,-0.012308007,0.146590062,-0.033834369,0.995894374,-0.083962086
0.020611802,0.027140593,0.024655337,-0.002841721,0.076503232,-0.006256072,0.076811186,-0.036996185,0.995990764,-0.081447404
0.021068949,0.024907649,0.025045954,-0.006739075,0.164136043,-0.013779276,0.164851219,-0.040879743,0.995661692,-0.083586132
0.021267945,0.024282804,0.024769608,-0.011599203,0.270638911,-0.021795804,0.271762799,-0.042681348,0.995864454,-0.080201574
0.021461858,0.024286496,0.02512469,-0.005470959,0.121916208,-0.010268584,0.122470147,-0.044671775,0.995476944,-0.083845609
0.022043997,0.024134805,0.024516458,-0.011332544,0.222895922,-0.01733801,0.223856261,-0.050624201,0.995710023,-0.077451532
0.022133516,0.023633367,0.024189049,-0.016404119,0.318508243,-0.023570983,0.31980023,-0.051294896,0.995960018,-0.073705335
0.021084812,0.023778988,0.024402205,-0.013075383,0.320924181,-0.024492448,0.32212292,-0.040591284,0.996278629,-0.076034477
0.022168787,0.022905406,0.02459673,-0.008595188,0.166960981,-0.012960838,0.167683719,-0.051258332,0.995689871,-0.077293359
0.021402465,0.023840979,0.022554979,0.004328826,-0.098262196,0.005627032,-0.09851833,-0.043939297,0.997400137,-0.057116595
0.01997005,0.023502506,0.025161481,-0.009476075,0.32519784,-0.027292307,0.326478638,-0.029025101,0.996076931,-0.083595995
0.018738698,0.025207581,0.025064055,-0.003148223,0.188012165,-0.015869036,0.188706947,-0.016683135,0.996318196,-0.084093547
0.019878645,0.025557984,0.024383133,-0.004503989,0.156346765,-0.012124232,0.156880826,-0.028709621,0.996595748,-0.077283072
0.01958729,0.024179408,0.024977118,-0.006935164,0.273337882,-0.022578143,0.27435646,-0.025277931,0.996287394,-0.082294922
0.018531872,0.024025071,0.024722938,-0.003131502,0.217513799,-0.017365443,0.218228361,-0.014349656,0.996725621,-0.079574637
0.020611137,0.024315627,0.025480406,-0.005045053,0.139954762,-0.012308829,0.140585544,-0.035886,0.995513179,-0.087554017
0.018666579,0.02383833,0.024966676,-0.004197593,0.26631182,-0.021891439,0.267243036,-0.015707023,0.996515471,-0.081915845
0.018811736,0.022393458,0.02434512,-0.003453159,0.203021579,-0.0151575,0.203615903,-0.016959183,0.997081155,-0.074441629
0.018811192,0.023455296,0.025560377,-0.005491235,0.319457593,-0.028110025,0.32073896,-0.017120575,0.996004952,-0.087641442
0.019068228,0.022047469,0.025033411,-0.00679868,0.347702733,-0.028297865,0.348918589,-0.019485002,0.996515359,-0.081101625
0.018300455,0.022866048,0.025766796,-0.003982073,0.335847178,-0.030083647,0.337215376,-0.011808692,0.995942659,-0.089211968
0.018735603,0.022109037,0.025579432,-0.005657655,0.349534545,-0.030403604,0.350899967,-0.01612327,0.996108802,-0.086644648
0.019755278,0.022004552,0.025263246,-0.009093097,0.342916876,-0.028696032,0.344235574,-0.026415333,0.996169199,-0.08336161
0.017947318,0.02274541,0.025974205,-0.00258599,0.314164081,-0.02877293,0.315489522,-0.008196754,0.995798779,-0.091200905
0.018544735,0.023071127,0.026258508,-0.002254406,0.156688005,-0.014855345,0.15740678,-0.014322163,0.995433643,-0.094375512
0.01989731,0.021940853,0.02542519,-0.009086493,0.325211987,-0.027730986,0.326518619,-0.027828408,0.995998293,-0.084929264
0.018856807,0.022268452,0.026138892,-0.002789758,0.159909943,-0.014842353,0.160621506,-0.017368524,0.995569942,-0.092405762
0.020889891,0.021759065,0.024742669,-0.011730657,0.309217097,-0.024182155,0.310382986,-0.037794136,0.996243708,-0.077910697
0.019810211,0.021969745,0.02578985,-0.004653098,0.171924189,-0.01530036,0.172666381,-0.026948487,0.995701584,-0.088612268
0.020446569,0.021128397,0.024894416,-0.008739821,0.262956745,-0.020835307,0.263925642,-0.03311471,0.996328904,-0.078943852
0.021067895,0.021734726,0.024894388,-0.011477186,0.288888506,-0.023030381,0.290032228,-0.039572105,0.99605657,-0.079406283
