x,y,z,us_mag_0,noise_values,us_mag_noisy
0.009404923,0.010505767,0.006926019,-0.016730543,0.00391703,-0.012813513
0.010391205,0.010981281,0.005955338,0.059347915,-0.003103044,0.056244871
0.010251612,0.010828757,0.006471244,0.047967,-0.004530979,0.043436021
0.00976335,0.009706927,0.006846535,0.014877016,0.001930771,0.016807787
0.007490129,0.014182069,0.00979394,0.015322622,-0.003652817,0.011669805
0.008116504,0.014397981,0.009921218,-0.02371194,0.00089629,-0.02281565
0.008458613,0.014002266,0.008839154,-0.141028103,0.005852885,-0.135175218
0.007494034,0.014833381,0.009403864,0.015367056,0.000905338,0.016272394
0.009130658,0.01434479,0.007602384,-0.068984024,0.002481375,-0.066502649
0.009055955,0.015212901,0.009123804,-0.134102203,-0.001032266,-0.135134469
0.008335893,0.015101198,0.009436336,-0.124991589,0.005325936,-0.119665653
