x,y,z,us_mag_0,noise_values,us_mag_noisy
0.01595361,0.016293943,0.00801351,0.020411081,0.002503818,0.022914899
0.016462784,0.015774602,0.008522829,0.018060864,0.005024215,0.023085079
0.014938548,0.017167077,0.006618352,-0.117716796,-0.001909062,-0.119625858
0.015401683,0.017150575,0.006080952,0.013041132,0.000299366,0.013340498
0.014852398,0.016741781,0.006900684,-0.078400202,0.002529263,-0.075870939
0.015586302,0.016465979,0.007146868,0.027811171,-0.005708379,0.022102792
0.005844364,0.014590072,0.006482649,0.005722325,0.00615446,0.011876785
0.006296913,0.013534323,0.006600133,-0.095713491,0.000130927,-0.095582564
0.006239772,0.013280294,0.005488362,-0.00767669,-0.002701104,-0.010377794
0.006807549,0.012956858,0.007054358,-0.16814427,-0.004585022,-0.172729292
0.005427861,0.012556751,0.006201771,-0.015986829,-0.001082192,-0.017069021
0.00628068,0.012543767,0.005632903,-0.058524128,0.000109079,-0.058415049
0.003738175,0.008693284,0.009895271,-0.010610809,-0.003713245,-0.014324054
0.003827274,0.010030762,0.008537655,-0.020269395,-0.000740936,-0.021010331
0.011327815,0.018185422,0.005733478,0.017119261,0.005496685,0.022615946
0.011453516,0.016694328,0.004073751,0.019363848,0.002852147,0.022215995
0.011668815,0.018081725,0.005742408,0.012051367,-0.001403492,0.010647875
0.012472745,0.017393919,0.005648065,-0.115184287,-0.002837425,-0.118021712
0.012405395,0.017135738,0.004259394,0.022712573,-0.000167741,0.022544832
0.011910305,0.017828982,0.004745894,0.027620933,0.004489227,0.03211016
0.008305534,0.01171164,0.012347665,0.010310576,0.001286962,0.011597538
0.008663157,0.011591209,0.0110656,0.022200589,-0.003514336,0.018686253
0.008135206,0.010993226,0.012766686,0.008541865,0.00461369,0.013155555
0.007109894,0.011598698,0.012261623,0.015621809,0.001878923,0.017500732
0.007603855,0.012167196,0.011116719,0.044034312,-0.004510962,0.03952335
0.006111546,0.0122142,0.010150376,0.018407473,0.003019451,0.021426924
0.009383172,0.011370195,0.012332895,0.037025194,0.002570871,0.039596065
0.006202202,0.012000673,0.01074463,0.0185059,-0.002197837,0.016308063
0.007567797,0.012997082,0.010176459,0.01589985,-0.003007967,0.012891883
0.014053291,0.018257303,0.006512177,-0.142302113,-0.003966689,-0.146268802
0.014319653,0.018507406,0.00681441,-0.125396652,-0.002508222,-0.127904874
0.014204566,0.018712154,0.007382759,-0.111216867,0.002989542,-0.108227325
0.014005544,0.017897254,0.007392638,-0.109391839,0.002546696,-0.106845143
0.014628699,0.017736789,0.007079727,-0.103594595,0.000212662,-0.103381933
0.014678424,0.017890677,0.007309807,-0.088405977,0.001262928,-0.087143049
0.014371218,0.01766232,0.006835465,-0.118820804,0.002507422,-0.116313382
0.01436755,0.018343011,0.006799141,-0.122718149,-0.004134358,-0.126852507
0.014429682,0.018472474,0.00616255,-0.149905731,0.003159906,-0.146745825
0.009059445,0.009725116,0.012838363,0.01767562,0.00075675,0.01843237
0.009821322,0.009877646,0.012438718,0.031056939,0.002268655,0.033325594
0.009675439,0.008530883,0.01118065,0.011022773,0.00060094,0.011623713
0.010633043,0.010645828,0.011832431,0.047195974,0.001812027,0.049008001
0.010777817,0.009733865,0.011808515,0.027062269,-0.004234764,0.022827505
0.008730213,0.010266102,0.011820018,0.025333384,0.003123192,0.028456576
0.009391032,0.010969484,0.012092878,0.041596603,0.002330868,0.043927471
0.0093156,0.010652709,0.012307122,0.036980725,-0.00610275,0.030877975
0.013967145,0.018560549,0.00501577,0.026089679,0.002039364,0.028129043
0.014158995,0.018045118,0.004929665,0.029878968,-0.004846494,0.025032474
0.014716986,0.017564705,0.005941372,-0.061280202,-0.004863749,-0.066143951
0.014788803,0.018040981,0.00601897,-0.142996778,0.001116974,-0.141879804
0.014672714,0.018057749,0.006353838,-0.130381519,-0.002469657,-0.132851176
0.014922516,0.017183986,0.005247192,0.035260781,0.001640416,0.036901197
0.014976354,0.017562354,0.00649971,-0.118439573,-0.003341223,-0.121780796
0.014272864,0.018632475,0.006175541,-0.158423649,-0.00158579,-0.160009439
0.013856915,0.018630216,0.006431217,-0.157183546,0.003312064,-0.153871482
0.014077174,0.018735409,0.005358587,0.018073266,-0.002814797,0.015258469
0.013638572,0.01896774,0.005737234,-0.018784911,-0.000988662,-0.019773573
0.013437619,0.01893075,0.005933196,-0.113316955,0.004866832,-0.108450123
0.01375187,0.018985635,0.006063158,-0.184453421,0.000355266,-0.184098155
0.012744528,0.018929159,0.006141483,-0.057653216,-0.001471797,-0.059125013
0.016870407,0.01554004,0.008053477,0.012950156,0.000530844,0.013481
0.016399223,0.014703502,0.008966408,0.014261425,-0.001909593,0.012351832
0.006970009,0.008795358,0.006523634,-0.020442627,0.001746481,-0.018696146
0.006829712,0.009682482,0.006588105,-0.053411968,-0.006876979,-0.060288947
0.006851488,0.01005317,0.006960216,-0.070714386,0.004600911,-0.066113475
0.006150565,0.009517903,0.006462466,-0.042666119,-0.000671714,-0.043337833
0.006142942,0.010205524,0.005362896,-0.016191348,0.000126724,-0.016064624
0.005899234,0.009146573,0.005995071,-0.014502131,0.004406967,-0.010095164
0.009458542,0.009999277,0.00511868,0.024306277,-0.003008739,0.021297538
0.003973934,0.010494026,0.008055865,-0.02158108,0.000494919,-0.021086161
0.003826292,0.009373067,0.008503702,-0.024935134,0.003031583,-0.021903551
0.004465709,0.009599414,0.006415885,-0.011138351,-0.001792897,-0.012931248
0.014562574,0.013030715,0.009056037,0.023829637,0.003602632,0.027432269
0.013378489,0.014658355,0.007820958,0.047769021,0.000355438,0.048124459
0.01388958,0.012469105,0.007667395,0.012926582,0.000309882,0.013236464
0.014306563,0.012531217,0.008408509,0.009942862,0.004086321,0.014029183
0.013260438,0.013579039,0.009667995,0.079747721,0.000524571,0.080272292
0.015513778,0.01358152,0.008507073,0.012636161,-0.002348364,0.010287797
0.011553087,0.016541541,0.008819547,0.033196757,-0.005760817,0.02743594
0.010328454,0.017574212,0.009441946,-0.032297595,6.45E-05,-0.03223313
0.012081883,0.018376034,0.008727328,-0.024534967,0.000172341,-0.024362626
0.01115548,0.018334042,0.009541942,-0.010871138,-0.005970053,-0.016841191
0.012185074,0.01771109,0.009899414,0.010926332,0.004145706,0.015072038
0.011289657,0.016949987,0.010051486,-0.063563467,-0.003244529,-0.066807996
0.012886155,0.017850755,0.010450054,0.019770907,-0.001241659,0.018529248
0.012306453,0.019387422,0.00940013,0.015585411,-0.000169571,0.01541584
0.014599202,0.016911125,0.008352022,-0.01764493,-0.000255588,-0.017900518
0.01419987,0.016773002,0.008563133,0.041702187,0.0001092,0.041811387
0.013918302,0.016903846,0.008691027,0.041819635,-0.00161506,0.040204575
0.014110623,0.017437186,0.008859497,0.014211532,0.000896708,0.01510824
0.013608807,0.017512741,0.009017333,0.059800861,-0.00168204,0.058118821
0.014034759,0.017937642,0.008921629,-0.028695949,0.00095004,-0.027745909
0.013903105,0.017936003,0.009914132,0.038831413,-0.000332884,0.038498529
0.013805466,0.017946044,0.009314379,0.075698963,-0.003700077,0.071998886
0.010059924,0.017392661,0.008353585,-0.123826761,0.00351948,-0.120307281
0.009303533,0.017522173,0.008055942,-0.07233092,-0.001637754,-0.073968674
0.0089735,0.016488314,0.009126532,-0.090634181,-0.003595597,-0.094229778
0.008653251,0.017096389,0.007925206,-0.063001631,-9.51E-05,-0.06309676
0.009941818,0.017176438,0.006717174,-0.122316913,0.001274224,-0.121042689
0.009521018,0.017511934,0.007218324,-0.084685146,-0.005289876,-0.089975022
0.010142508,0.012646343,0.009987496,-0.038301453,0.00056441,-0.037737043
0.010845423,0.013796925,0.009487874,-0.012775402,-1.08E-05,-0.012786194
0.007885338,0.010489428,0.008823297,-0.060169403,0.00384572,-0.056323683
0.006995935,0.010441577,0.009100955,-0.06406328,-0.00139033,-0.06545361
0.007877665,0.010947814,0.008486715,-0.085123355,-0.002668478,-0.087791833
0.009941434,0.010347202,0.008496162,0.028469418,0.000205015,0.028674433
0.010643668,0.010126517,0.008662183,0.029973969,0.000533342,0.030507311
0.00874054,0.010251872,0.008087052,-0.028307621,-0.00034455,-0.028652171
0.010772755,0.011272211,0.0061049,0.064217175,-0.000294682,0.063922493
0.015905345,0.016779268,0.005554862,0.010843393,-0.000740467,0.010102926
0.015792921,0.015623898,0.006203469,0.024754231,0.001282392,0.026036623
0.015320256,0.016559195,0.005193106,0.026056121,-0.002365123,0.023690998
0.01568717,0.016055454,0.00496173,0.016021529,-0.002352856,0.013668673
0.014989913,0.015396155,0.004961126,0.028114,-0.004061178,0.024052822
0.012888931,0.014119946,0.011305942,0.058582705,0.003582863,0.062165568
0.013641022,0.012181647,0.010181659,0.021965289,0.000511661,0.02247695
0.013971541,0.013235184,0.010736687,0.055123953,0.003956864,0.059080817
0.01366423,0.013738015,0.011147711,0.051493539,-0.001319454,0.050174085
0.015354108,0.01367115,0.009036458,0.019186076,0.004484692,0.023670768
0.014896861,0.013545806,0.009826898,0.031415506,-0.002483625,0.028931881
0.014402933,0.013480169,0.010890395,0.032536274,-0.002405447,0.030130827
0.013900377,0.013705815,0.011271513,0.029297177,-0.003762482,0.025534695
0.01417039,0.013092252,0.009652627,0.046491465,-0.002912788,0.043578677
0.007203506,0.010084522,0.012826145,0.015764148,-0.001620755,0.014143393
0.00635337,0.008926637,0.012133969,0.010997241,0.000478458,0.011475699
0.007922353,0.009648664,0.011714557,0.013630069,-0.003486911,0.010143158
0.008240134,0.009386729,0.012852218,0.016561713,0.004020097,0.02058181
0.012570854,0.016393144,0.005095006,-0.077410602,-0.002646279,-0.080056881
0.013230132,0.016205872,0.004486754,0.020844329,0.001823579,0.022667908
0.011727436,0.015524006,0.004359622,0.019243857,0.00044662,0.019690477
0.011886806,0.016386898,0.003939238,0.013609808,0.000503306,0.014113114
0.012939777,0.014991744,0.004708585,0.022614855,0.004614285,0.02722914
0.012855045,0.014862858,0.004605244,0.025797873,0.001420822,0.027218695
0.014318726,0.015991183,0.00617202,0.022779598,0.004099844,0.026879442
0.014162972,0.017109662,0.004836403,0.028347885,0.000999416,0.029347301
0.013636471,0.016086089,0.004451515,0.018342114,0.00102372,0.019365834
0.007380645,0.013926487,0.005652014,-0.131128908,0.00150886,-0.129620048
0.005624029,0.008639242,0.00840798,-0.037390231,0.000719984,-0.036670247
0.005242984,0.00854503,0.010291836,-0.019162454,-0.001767547,-0.020930001
0.00480029,0.008898224,0.009335745,-0.032776821,0.001212228,-0.031564593
0.005755255,0.011150895,0.012066487,0.016515729,0.000736994,0.017252723
0.006037926,0.01054377,0.012226017,0.017595189,-0.001117501,0.016477688
0.003995205,0.009631133,0.011911727,0.009701032,0.002235618,0.01193665
0.012307389,0.014554266,0.004635541,0.018380858,-0.001590248,0.01679061
0.011191725,0.015001643,0.004955996,-0.11795904,-0.000677785,-0.118636825
0.011684782,0.014651861,0.003959634,0.027636189,0.001623269,0.029259458
0.009783107,0.013332907,0.003352931,0.014723641,-0.001713587,0.013010054
0.009242646,0.013196809,0.003619899,0.012846155,-0.000891155,0.011955
0.012845069,0.014419404,0.011263641,0.061510212,-0.001924701,0.059585511
0.012911118,0.015601031,0.008806976,0.076842419,-0.005879177,0.070963242
0.013123138,0.01596302,0.007987696,0.014020002,-0.0026016,0.011418402
0.012447314,0.016484136,0.01063438,0.041948698,0.000840452,0.04278915
0.011149732,0.014225042,0.008744275,0.061997263,-0.00671938,0.055277883
0.011744224,0.015628677,0.011114032,0.030167158,-0.002389843,0.027777315
0.012335874,0.01590576,0.008937703,0.058243251,-0.001064114,0.057179137
0.012588626,0.013631476,0.009587926,0.073473392,-0.00248166,0.070991732
